episode,reward,score,steps,win,epsilon
1,-1001.3000000000001,0,13,0,0.995
2,-1000.8000000000001,0,8,0,0.990025
3,-1000.5,0,5,0,0.985074875
4,-1000.2,0,2,0,0.9801495006250001
5,-1000.4,0,4,0,0.9752487531218751
6,-771.0,2,10,0,0.9703725093562657
7,-1000.5,0,5,0,0.9655206468094844
8,-1000.6,0,6,0,0.960693043575437
9,-1000.9,0,9,0,0.9558895783575597
10,-1000.3000000000001,0,3,0,0.9511101304657719
11,-1000.5,0,5,0,0.946354579813443
12,-1000.8000000000001,0,8,0,0.9416228069143757
13,-890.4,1,4,0,0.9369146928798039
14,-1000.3000000000001,0,3,0,0.9322301194154049
15,-1000.4,0,4,0,0.9275689688183278
16,-1002.1,0,21,0,0.9229311239742362
17,-1000.9,0,9,0,0.918316468354365
18,-1000.2,0,2,0,0.9137248860125932
19,-1000.3000000000001,0,3,0,0.9091562615825302
20,-1001.1,0,11,0,0.9046104802746175
21,-890.9,1,9,0,0.9000874278732445
22,-892.3,1,23,0,0.8955869907338783
23,-1000.2,0,2,0,0.8911090557802088
24,-1000.6,0,6,0,0.8866535105013078
25,-891.1999999999999,1,12,0,0.8822202429488013
26,-1000.4,0,4,0,0.8778091417340573
27,-1001.7,0,17,0,0.8734200960253871
28,-1000.2,0,2,0,0.8690529955452602
29,-1000.6,0,6,0,0.8647077305675338
30,-1000.3000000000001,0,3,0,0.8603841919146962
31,-1000.4,0,4,0,0.8560822709551227
32,-1000.2,0,2,0,0.851801859600347
33,-1000.5,0,5,0,0.8475428503023453
34,-1000.6,0,6,0,0.8433051360508336
35,-1000.6,0,6,0,0.8390886103705794
36,-892.1,1,21,0,0.8348931673187264
37,-1000.5,0,5,0,0.8307187014821328
38,-1000.9,0,9,0,0.8265651079747222
39,-1000.5,0,5,0,0.8224322824348486
40,-1000.9,0,9,0,0.8183201210226743
41,-1000.4,0,4,0,0.8142285204175609
42,-1000.5,0,5,0,0.810157377815473
43,-1000.3000000000001,0,3,0,0.8061065909263957
44,-1000.8000000000001,0,8,0,0.8020760579717637
45,-771.1,2,11,0,0.798065677681905
46,-890.6,1,6,0,0.7940753492934954
47,-890.7,1,7,0,0.7901049725470279
48,-1000.6,0,6,0,0.7861544476842928
49,-1000.6,0,6,0,0.7822236754458713
50,-1000.6,0,6,0,0.778312557068642
51,-1000.3000000000001,0,3,0,0.7744209942832988
52,-1000.9,0,9,0,0.7705488893118823
53,-1001.2,0,12,0,0.7666961448653229
54,-770.5,2,5,0,0.7628626641409962
55,-892.3,1,23,0,0.7590483508202912
56,-1001.1,0,11,0,0.7552531090661897
57,-1000.2,0,2,0,0.7514768435208588
58,-891.2,1,12,0,0.7477194593032545
59,-1000.2,0,2,0,0.7439808620067382
60,-890.5,1,5,0,0.7402609576967045
61,-1000.3000000000001,0,3,0,0.736559652908221
