episode,reward,score,steps,win,epsilon
1,-1000.4,0,4,0,0.995
2,-891.3,1,13,0,0.990025
3,-771.4,2,14,0,0.985074875
4,-1000.4,0,4,0,0.9801495006250001
5,-1000.2,0,2,0,0.9752487531218751
6,-1000.9,0,9,0,0.9703725093562657
7,-1000.2,0,2,0,0.9655206468094844
8,-771.0999999999999,2,11,0,0.960693043575437
9,-1000.2,0,2,0,0.9558895783575597
10,-891.9,1,19,0,0.9511101304657719
11,-1000.3000000000001,0,3,0,0.946354579813443
12,-1000.6,0,6,0,0.9416228069143757
13,-1000.2,0,2,0,0.9369146928798039
14,-1000.8000000000001,0,8,0,0.9322301194154049
15,-1000.6,0,6,0,0.9275689688183278
16,-1000.5,0,5,0,0.9229311239742362
17,-890.5,1,5,0,0.918316468354365
18,-770.6,2,6,0,0.9137248860125932
19,-1000.5,0,5,0,0.9091562615825302
20,-891.3,1,13,0,0.9046104802746175
21,-1000.5,0,5,0,0.9000874278732445
22,-890.4,1,4,0,0.8955869907338783
23,-1000.3000000000001,0,3,0,0.8911090557802088
24,-892.3999999999999,1,24,0,0.8866535105013078
25,-770.5,2,5,0,0.8822202429488013
26,-1000.3000000000001,0,3,0,0.8778091417340573
27,-891.2,1,12,0,0.8734200960253871
28,-1000.9,0,9,0,0.8690529955452602
29,-1000.3000000000001,0,3,0,0.8647077305675338
30,-1000.4,0,4,0,0.8603841919146962
31,-1000.3000000000001,0,3,0,0.8560822709551227
32,-1000.7,0,7,0,0.851801859600347
33,-1000.4,0,4,0,0.8475428503023453
34,-1000.5,0,5,0,0.8433051360508336
35,-1000.9,0,9,0,0.8390886103705794
36,-1000.6,0,6,0,0.8348931673187264
37,-1000.7,0,7,0,0.8307187014821328
38,-771.8,2,18,0,0.8265651079747222
39,-771.1999999999999,2,12,0,0.8224322824348486
40,-890.8,1,8,0,0.8183201210226743
41,-890.9,1,9,0,0.8142285204175609
42,-1001.3000000000001,0,13,0,0.810157377815473
43,-1000.3000000000001,0,3,0,0.8061065909263957
44,-1000.4,0,4,0,0.8020760579717637
45,-891.0,1,10,0,0.798065677681905
46,-890.6,1,6,0,0.7940753492934954
47,-1000.2,0,2,0,0.7901049725470279
48,-1000.4,0,4,0,0.7861544476842928
49,-1000.5,0,5,0,0.7822236754458713
50,-1001.0,0,10,0,0.778312557068642
51,-1000.2,0,2,0,0.7744209942832988
52,-1000.3000000000001,0,3,0,0.7705488893118823
53,-1000.7,0,7,0,0.7666961448653229
54,-890.7,1,7,0,0.7628626641409962
55,-1000.8000000000001,0,8,0,0.7590483508202912
56,-891.2,1,12,0,0.7552531090661897
57,-1000.3000000000001,0,3,0,0.7514768435208588
58,-1000.6,0,6,0,0.7477194593032545
59,-1000.3000000000001,0,3,0,0.7439808620067382
60,-1000.3000000000001,0,3,0,0.7402609576967045
61,-1000.9,0,9,0,0.736559652908221
62,-1001.0,0,10,0,0.7328768546436799
63,-1002.4,0,24,0,0.7292124703704616
64,-891.2,1,12,0,0.7255664080186093
65,-890.3,1,3,0,0.7219385759785162
66,-1000.3000000000001,0,3,0,0.7183288830986236
67,-891.4,1,14,0,0.7147372386831305
68,-1001.9,0,19,0,0.7111635524897149
69,-770.5,2,5,0,0.7076077347272662
70,-890.8,1,8,0,0.7040696960536299
71,-890.7,1,7,0,0.7005493475733617
72,-1001.5,0,15,0,0.697046600835495
73,-890.9,1,9,0,0.6935613678313175
74,-772.3,2,23,0,0.6900935609921609
75,-890.7,1,7,0,0.6866430931872001
76,-771.3,2,13,0,0.6832098777212641
77,-771.0,2,10,0,0.6797938283326578
78,-1001.1,0,11,0,0.6763948591909945
79,-1000.4,0,4,0,0.6730128848950395
80,-1001.9,0,19,0,0.6696478204705644
81,-641.9,3,19,0,0.6662995813682115
82,-770.5,2,5,0,0.6629680834613705
83,-891.5999999999999,1,16,0,0.6596532430440636
84,-890.2,1,2,0,0.6563549768288433
85,-1002.1,0,21,0,0.653073201944699
86,-1002.0,0,20,0,0.6498078359349755
87,-1000.2,0,2,0,0.6465587967553006
88,-891.8,1,18,0,0.6433260027715241
89,-771.5,2,15,0,0.6401093727576664
90,-895.4999999999998,1,55,0,0.6369088258938781
91,-892.8,1,28,0,0.6337242817644086
92,-890.5,1,5,0,0.6305556603555866
93,-1000.4,0,4,0,0.6274028820538087
94,-771.9999999999999,2,20,0,0.6242658676435396
95,-770.7,2,7,0,0.6211445383053219
96,-892.0,1,20,0,0.6180388156137953
97,-1000.5,0,5,0,0.6149486215357263
98,-1000.2,0,2,0,0.6118738784280476
99,-1000.2,0,2,0,0.6088145090359074
100,-642.1999999999999,3,22,0,0.6057704364907278
101,-771.2,2,12,0,0.6027415843082742
102,-1000.9,0,9,0,0.5997278763867329
103,-1000.4,0,4,0,0.5967292370047992
104,-890.9,1,9,0,0.5937455908197752
105,-1000.9,0,9,0,0.5907768628656763
106,-1000.3000000000001,0,3,0,0.5878229785513479
107,-1001.3000000000001,0,13,0,0.5848838636585911
108,-1000.8000000000001,0,8,0,0.5819594443402982
109,-890.6,1,6,0,0.5790496471185967
110,-1000.4,0,4,0,0.5761543988830038
111,-771.5999999999999,2,16,0,0.5732736268885887
112,-770.9,2,9,0,0.5704072587541458
113,-1002.2,0,22,0,0.567555222460375
114,-771.5,2,15,0,0.5647174463480732
115,-890.4,1,4,0,0.5618938591163328
116,-1001.0,0,10,0,0.5590843898207511
117,-1000.2,0,2,0,0.5562889678716474
118,-891.2,1,12,0,0.5535075230322891
119,-1002.0,0,20,0,0.5507399854171277
120,-770.6,2,6,0,0.547986285490042
121,-1000.3000000000001,0,3,0,0.5452463540625918
122,-1000.4,0,4,0,0.5425201222922789
123,-1000.5,0,5,0,0.5398075216808175
124,-890.5,1,5,0,0.5371084840724134
125,-891.3,1,13,0,0.5344229416520513
126,-501.80000000000007,4,18,0,0.531750826943791
127,-1000.4,0,4,0,0.5290920728090721
128,-1001.5,0,15,0,0.5264466124450268
129,-1000.2,0,2,0,0.5238143793828016
130,-1001.7,0,17,0,0.5211953074858876
131,-1000.8000000000001,0,8,0,0.5185893309484582
132,-770.8,2,8,0,0.5159963842937159
133,-771.4,2,14,0,0.5134164023722473
134,-771.5999999999999,2,16,0,0.510849320360386
135,-771.1,2,11,0,0.5082950737585841
136,-770.4,2,4,0,0.5057535983897912
137,-1001.3000000000001,0,13,0,0.5032248303978422
138,-1001.3000000000001,0,13,0,0.500708706245853
139,-640.6,3,6,0,0.4982051627146237
140,-1000.2,0,2,0,0.49571413690105054
141,-1001.8000000000001,0,18,0,0.4932355662165453
142,-1002.3000000000001,0,23,0,0.4907693883854626
143,-773.2999999999998,2,33,0,0.4883155414435353
144,-1000.2,0,2,0,0.4858739637363176
145,-891.3,1,13,0,0.483444593917636
146,-501.20000000000016,4,12,0,0.4810273709480478
147,-771.4,2,14,0,0.47862223409330756
148,-772.1999999999999,2,22,0,0.47622912292284103
149,-1000.3000000000001,0,3,0,0.4738479773082268
150,-641.7,3,17,0,0.47147873742168567
151,-891.4,1,14,0,0.46912134373457726
152,-891.0999999999999,1,11,0,0.46677573701590436
153,-890.6,1,6,0,0.46444185833082485
154,-771.3,2,13,0,0.46211964903917074
155,-1000.2,0,2,0,0.4598090507939749
156,-894.3999999999997,1,44,0,0.457510005540005
157,-891.0,1,10,0,0.45522245551230495
158,-1001.4,0,14,0,0.4529463432347434
159,-192.00000000000034,6,20,0,0.4506816115185697
160,-770.9,2,9,0,0.4484282034609769
161,-773.5,2,35,0,0.446186062443672
162,-1000.5,0,5,0,0.4439551321314536
163,-1000.5,0,5,0,0.4417353564707963
164,-1003.4,0,34,0,0.43952667968844233
165,-892.3,1,23,0,0.43732904629000013
166,-1002.2,0,22,0,0.4351424010585501
167,-771.1999999999999,2,12,0,0.43296668905325736
168,-1002.2,0,22,0,0.43080185560799106
169,-1000.3000000000001,0,3,0,0.4286478463299511
170,-890.4,1,4,0,0.42650460709830135
171,-640.8,3,8,0,0.42437208406280985
172,-1000.7,0,7,0,0.4222502236424958
173,-1002.0,0,20,0,0.42013897252428334
174,-1000.6,0,6,0,0.4180382776616619
175,-1003.3000000000001,0,33,0,0.4159480862733536
176,-1001.2,0,12,0,0.41386834584198684
177,-1000.4,0,4,0,0.4117990041127769
178,-1002.1,0,21,0,0.40974000909221303
179,-1001.3000000000001,0,13,0,0.40769130904675194
180,-770.9,2,9,0,0.40565285250151817
181,-641.6000000000001,3,16,0,0.4036245882390106
182,-770.3,2,3,0,0.4016064652978155
183,-1002.6,0,26,0,0.3995984329713264
184,-770.4,2,4,0,0.3976004408064698
185,-771.5999999999999,2,16,0,0.39561243860243744
186,-890.8,1,8,0,0.3936343764094253
187,-355.10000000000025,5,51,0,0.39166620452737816
188,-770.4,2,4,0,0.3897078735047413
189,-641.1,3,11,0,0.3877593341372176
190,-772.3,2,23,0,0.3858205374665315
191,-1002.3000000000001,0,23,0,0.38389143477919885
192,-892.0,1,20,0,0.3819719776053028
193,-770.3,2,3,0,0.3800621177172763
194,-642.0999999999999,3,21,0,0.37816180712868996
195,-1000.5,0,5,0,0.37627099809304654
196,-770.3,2,3,0,0.3743896431025813
197,-1001.4,0,14,0,0.37251769488706843
198,-772.3,2,23,0,0.3706551064126331
199,-892.0999999999999,1,21,0,0.36880183088056995
200,-640.6,3,6,0,0.3669578217261671
201,-504.70000000000016,4,47,0,0.36512303261753626
202,-770.6,2,6,0,0.3632974174544486
203,-1000.7,0,7,0,0.3614809303671764
204,-892.1,1,21,0,0.3596735257153405
205,-351.80000000000007,5,18,0,0.3578751580867638
206,-1000.2,0,2,0,0.35608578229633
207,-1003.0,0,30,0,0.3543053533848483
208,-892.2,1,22,0,0.35253382661792404
209,-192.4000000000002,6,24,0,0.3507711574848344
210,-352.4000000000001,5,24,0,0.34901730169741024
211,-1003.7,0,37,0,0.3472722151889232
212,-770.8,2,8,0,0.3455358541129786
213,-1001.5,0,15,0,0.3438081748424137
214,-501.9000000000001,4,19,0,0.3420891339682016
215,-1000.9,0,9,0,0.3403786882983606
216,-773.9999999999998,2,40,0,0.3386767948568688
217,-502.9000000000001,4,29,0,0.33698341088258443
218,-1000.3000000000001,0,3,0,0.3352984938281715
219,-894.0,1,40,0,0.33362200135903064
220,-642.2,3,22,0,0.33195389135223546
221,-891.1,1,11,0,0.3302941218954743
222,-771.6999999999999,2,17,0,0.32864265128599696
