encoding,food_count,food_pattern,grid,episode,reward,score,steps,win
basic,1,uniform,6x6,0,5760.560487546593,21,157,0
basic,1,uniform,6x6,1,6683.438976995433,23,160,0
basic,1,uniform,6x6,2,6221.416538412262,22,112,0
basic,1,uniform,6x6,3,5768.224931991042,21,105,0
basic,1,uniform,6x6,4,1047.9469990546424,9,45,0
basic,1,uniform,6x6,5,5338.725011668004,20,161,0
basic,1,uniform,6x6,6,4054.0320435391995,18,121,0
basic,1,uniform,6x6,7,6219.521538412261,22,144,0
basic,1,uniform,6x6,8,8789.558035716776,27,207,0
basic,1,uniform,6x6,9,5768.9424319910395,21,127,0
basic,1,center_biased,6x6,0,3030.7006728301794,15,83,0
basic,1,center_biased,6x6,1,6666.235365884325,23,208,0
basic,1,center_biased,6x6,2,4434.088837729458,19,109,0
basic,1,center_biased,6x6,3,4046.9070435392005,18,96,0
basic,1,center_biased,6x6,4,2160.7968352619177,13,63,0
basic,1,center_biased,6x6,5,4441.713004396123,19,107,0
basic,1,center_biased,6x6,6,6685.51092143988,23,121,0
basic,1,center_biased,6x6,7,3352.6432419738276,16,100,0
basic,1,center_biased,6x6,8,5339.563622779116,20,107,0
basic,1,center_biased,6x6,9,3352.877964196049,16,115,0
basic,1,edge_biased,6x6,0,8236.07749469631,26,183,0
basic,1,edge_biased,6x6,1,8800.286924605667,27,193,0
basic,1,edge_biased,6x6,2,8239.34666136298,26,199,0
basic,1,edge_biased,6x6,3,3042.6851172746237,15,109,0
basic,1,edge_biased,6x6,4,9988.950583523094,29,197,0
basic,1,edge_biased,6x6,5,-365.4138888888889,1,216,0
basic,1,edge_biased,6x6,6,3035.2053950524023,15,106,0
basic,1,edge_biased,6x6,7,66.65313376660737,2,8,0
basic,1,edge_biased,6x6,8,6198.473205078927,22,203,0
basic,1,edge_biased,6x6,9,5339.895845001339,20,156,0
basic,1,corners,6x6,0,8792.201646827887,27,170,0
basic,1,corners,6x6,1,7183.094871305874,24,208,0
basic,1,corners,6x6,2,5345.697789445782,20,114,0
basic,1,corners,6x6,3,1051.5058879435312,9,58,0
basic,1,corners,6x6,4,6220.935705078929,22,133,0
basic,1,corners,6x6,5,7180.090982416987,24,172,0
basic,1,corners,6x6,6,6679.032865884324,23,187,0
basic,1,corners,6x6,7,7175.906537972543,24,191,0
basic,1,corners,6x6,8,8792.80720238345,27,195,0
basic,1,corners,6x6,9,4049.417599094757,18,103,0
basic,2,uniform,6x6,0,5343.907789445785,20,78,0
basic,2,uniform,6x6,1,10623.727118162433,30,86,0
basic,2,uniform,6x6,2,713.5296831925391,7,26,0
basic,2,uniform,6x6,3,5343.6791783346725,20,91,0
basic,2,uniform,6x6,4,8236.213328029646,26,119,0
basic,2,uniform,6x6,5,1451.6440960785312,10,33,0
basic,2,uniform,6x6,6,5345.1680672235625,20,76,0
basic,2,uniform,6x6,7,1445.0160405229758,10,54,0
basic,2,uniform,6x6,8,5768.274098657706,21,108,0
basic,2,uniform,6x6,9,7182.34348241699,24,118,0
basic,2,center_biased,6x6,0,9384.268790194606,28,132,0
basic,2,center_biased,6x6,1,6686.505921439881,23,69,0
basic,2,center_biased,6x6,2,6684.650643662102,23,103,0
basic,2,center_biased,6x6,3,8237.953605807426,26,84,0
basic,2,center_biased,6x6,4,3358.3804641960514,16,61,0
basic,2,center_biased,6x6,5,235.5409339415442,4,12,0
basic,2,center_biased,6x6,6,9382.494345750163,28,95,0
basic,2,center_biased,6x6,7,7178.179593528102,24,83,0
basic,2,center_biased,6x6,8,5346.557789445785,20,68,0
basic,2,center_biased,6x6,9,6214.59209396782,22,70,0
basic,2,edge_biased,6x6,0,3359.3599086404947,16,80,0
basic,2,edge_biased,6x6,1,-283.36047734450375,2,216,0
basic,2,edge_biased,6x6,2,-244.58924965206165,5,432,0
basic,2,edge_biased,6x6,3,7179.021537972544,24,107,0
basic,2,edge_biased,6x6,4,8237.0713835852,26,135,0
basic,2,edge_biased,6x6,5,5345.123622779118,20,81,0
basic,2,edge_biased,6x6,6,10625.654340384655,30,123,0
basic,2,edge_biased,6x6,7,3036.063728385735,15,61,0
basic,2,edge_biased,6x6,8,5768.410765324375,21,96,0
basic,2,edge_biased,6x6,9,5341.211678334672,20,89,0
basic,2,corners,6x6,0,6217.952371745596,22,93,0
basic,2,corners,6x6,1,9386.867401305724,28,132,0
basic,2,corners,6x6,2,5343.649178334674,20,94,0
basic,2,corners,6x6,3,2160.892390817475,13,59,0
basic,2,corners,6x6,4,9383.401012416829,28,116,0
basic,2,corners,6x6,5,5340.252511668007,20,72,0
basic,2,corners,6x6,6,3038.4009506079583,15,67,0
basic,2,corners,6x6,7,1663.9844098052156,11,55,0
basic,2,corners,6x6,8,7178.600704639209,24,132,0
basic,2,corners,6x6,9,5763.497431991042,21,89,0
basic,3,uniform,6x6,0,7692.995022651514,25,77,0
basic,3,uniform,6x6,1,9382.820456861276,28,76,0
basic,3,uniform,6x6,2,-369.1138888888889,1,216,0
basic,3,uniform,6x6,3,8797.58331349456,27,76,0
basic,3,uniform,6x6,4,2439.6098836920596,14,52,0
basic,3,uniform,6x6,5,8797.39498016123,27,89,0
basic,3,uniform,6x6,6,10625.971840384658,30,100,0
basic,3,uniform,6x6,7,7178.225426861433,24,78,0
basic,3,uniform,6x6,8,4440.115226618348,19,54,0
