encoding,food_count,food_pattern,grid,episodes,avg_reward,std_reward,avg_score,std_score,avg_steps,win_rate,total_wins
basic,1,center_biased,6x6,10,5355.958014675809,2076.124537831143,20.2,4.2895221179054435,117.9,0.0,0
basic,1,corners,6x6,10,5740.17799527161,2644.041273452693,20.6,6.022181221672648,147.0,0.0,0
basic,1,edge_biased,6x6,10,4400.300566072463,3298.572342981978,16.8,9.199033765685515,130.1,0.0,0
basic,1,uniform,6x6,10,5979.488046561531,3281.953575636195,20.6,8.154071920757682,154.5,0.0,0
basic,2,center_biased,6x6,10,5638.825155727668,2583.5712386887744,20.7,5.313504806936128,81.8,0.0,0
basic,2,corners,6x6,10,4635.231794687246,3690.9930244578677,17.2,9.78434123144391,123.1,0.0,0
basic,2,edge_biased,6x6,10,6276.141891174253,3330.8705927100473,21.6,6.65331997326648,100.7,0.0,0
basic,2,uniform,6x6,10,5162.256703535107,2124.5332135932354,19.6,4.6951511631090685,90.0,0.0,0
basic,3,center_biased,6x6,10,4657.945524785142,2988.15057486391,17.9,7.622335600063803,50.1,0.0,0
basic,3,corners,6x6,10,6600.540124387837,3617.623293835281,21.8,8.40370288755036,75.0,10.0,1
basic,3,edge_biased,6x6,10,7392.212808116421,3679.5918327683803,23.3,8.2334008094401,77.8,10.0,1
basic,3,uniform,6x6,10,7212.624590260067,1966.513963974025,23.8,3.583914681524163,84.3,0.0,0
basic,5,center_biased,6x6,10,7051.0481013705285,2202.874601241536,23.6,4.087922591134904,49.6,0.0,0
basic,5,corners,6x6,10,5976.408350604772,3336.305346592406,20.5,8.579691784155834,73.8,0.0,0
basic,5,edge_biased,6x6,10,7057.151812293179,3939.5920123947285,22.4,9.720539536923292,50.0,0.0,0
basic,5,uniform,6x6,10,7045.140977567215,2325.2122592667524,23.5,4.600724580614086,60.4,0.0,0
bodyaware,1,center_biased,6x6,10,5270.194282583869,3048.6713862600254,19.8,6.746192341692543,226.7,0.0,0
bodyaware,1,corners,6x6,10,5886.400814045077,2991.7948894479796,20.6,7.501111028818775,152.0,0.0,0
bodyaware,1,edge_biased,6x6,10,5650.953191092913,2688.8401969797687,21.4,4.4522154285504,373.5,0.0,0
bodyaware,1,uniform,6x6,10,5252.927021114005,2474.196986019118,20.8,3.794733192202055,362.4,0.0,0
bodyaware,2,center_biased,6x6,10,4470.986921306503,2908.0475909252086,17.8,6.7461923416925424,75.8,0.0,0
bodyaware,2,corners,6x6,10,6377.902790962173,3277.128725831316,21.6,7.29078566106257,103.9,0.0,0
bodyaware,2,edge_biased,6x6,10,6444.516569026402,3302.0171532447926,21.8,6.460134157533676,99.4,10.0,1
bodyaware,2,uniform,6x6,10,6689.859122597998,2534.1215478123436,23.1,5.877452206904319,282.7,0.0,0
bodyaware,3,center_biased,6x6,10,5267.56336373944,3204.575052434343,19.3,7.318925239860472,60.2,0.0,0
bodyaware,3,corners,6x6,10,4751.074177424445,3272.0396859460952,17.6,8.553102101317133,60.7,0.0,0
bodyaware,3,edge_biased,6x6,10,6124.889729657025,4379.705260593947,20.4,9.547541859324605,67.9,0.0,0
bodyaware,3,uniform,6x6,10,4988.185042154793,2192.4206391216358,19.0,5.41602560309064,60.3,0.0,0
bodyaware,5,center_biased,6x6,10,4183.315899850876,2124.2087984828804,17.5,4.904646323187388,38.3,0.0,0
bodyaware,5,corners,6x6,10,6102.183980704093,2774.226283970288,21.1,6.723920813863821,53.0,0.0,0
bodyaware,5,edge_biased,6x6,10,5134.101139637472,3989.451980259896,18.6,8.70759566253637,45.5,0.0,0
bodyaware,5,uniform,6x6,10,7346.0169383593075,3280.507049856147,23.8,6.232531142677463,55.5,0.0,0
distance,1,center_biased,6x6,10,4497.435058479343,2080.474739364376,18.3,4.691600058733812,89.3,0.0,0
distance,1,corners,6x6,10,6511.265132184942,2551.2593792555435,22.5,4.904646323187387,154.8,0.0,0
distance,1,edge_biased,6x6,10,6211.46006127534,1023.4783918796112,21.9,2.0789954839350244,143.7,0.0,0
distance,1,uniform,6x6,10,5081.089063384591,2190.581288751709,19.4,4.926120853842979,130.5,0.0,0
distance,2,center_biased,6x6,10,5754.394097927452,3411.8822878941883,20.5,6.570134448142341,72.2,0.0,0
distance,2,corners,6x6,10,7370.883329451096,2226.9494281091274,24.1,4.306326095924976,96.0,0.0,0
distance,2,edge_biased,6x6,10,6633.05828247013,3905.532807709877,22.2,7.612854625930772,94.2,0.0,0
distance,2,uniform,6x6,10,8185.328158982602,2903.1834341502113,25.5,5.1478150704935,101.2,0.0,0
distance,3,center_biased,6x6,10,5520.813996023398,1898.5677835302608,20.7,3.653004851412662,61.7,0.0,0
distance,3,corners,6x6,10,6497.182939391586,2831.629719334316,21.6,8.085652588244054,98.7,0.0,0
distance,3,edge_biased,6x6,10,7202.0946488107775,2425.8693982993336,23.7,4.6678569910494145,71.2,0.0,0
distance,3,uniform,6x6,10,10000.51802237979,5856.6569752070245,26.8,5.138093031466052,79.9,10.0,1
distance,5,center_biased,6x6,10,7626.060464427186,2628.1183260332095,24.5,4.8362060428489695,49.8,0.0,0
distance,5,corners,6x6,10,9542.606819839208,1836.5002612632834,28.1,3.0713731999438516,63.2,0.0,0
distance,5,edge_biased,6x6,10,8400.574361238992,2178.2299820173293,26.1,3.9285281382896233,63.0,0.0,0
distance,5,uniform,6x6,10,8569.131115806731,1873.0866955725953,26.4,3.2727833889689535,63.0,0.0,0
localgrid,1,center_biased,6x6,10,9016.073838075128,3196.2884667447756,27.0,5.597618541248888,189.1,0.0,0
localgrid,1,corners,6x6,10,5874.4279395144995,3992.7690101256967,20.0,10.790942704159097,365.6,0.0,0
localgrid,1,edge_biased,6x6,10,7202.86062211406,7402.276990721003,19.7,11.652848960185183,172.4,10.0,1
localgrid,1,uniform,6x6,10,11878.518403674909,10096.957604036092,24.2,13.48085061608997,194.8,30.0,3
localgrid,2,center_biased,6x6,10,7902.481182026109,4670.44457621947,23.9,10.429125882194858,114.7,0.0,0
localgrid,2,corners,6x6,10,11281.987485321804,5776.618121652311,28.9,5.877452206904319,118.2,10.0,1
localgrid,2,edge_biased,6x6,10,9382.428612598087,6960.038742335679,25.2,10.601886624558858,334.2,10.0,1
localgrid,2,uniform,6x6,10,11188.001266384503,8532.131916074655,25.7,10.904127658827184,119.2,20.0,2
localgrid,3,center_biased,6x6,10,9174.847037652255,4484.064881541241,26.3,9.661492868312042,74.8,0.0,0
localgrid,3,corners,6x6,10,9712.188014843763,5348.95965240074,26.1,13.09325526113859,103.5,0.0,0
localgrid,3,edge_biased,6x6,10,7809.6151380529045,4225.063172371192,24.4,7.47142705393168,82.2,0.0,0
