encoding,food_count,food_pattern,grid,episodes,avg_reward,std_reward,avg_score,std_score,avg_steps,win_rate,total_wins
basic,1,center_biased,5x5,10,3979.9833924526674,1609.9795095458353,17.3,3.5605867181937554,151.9,0.0,0
basic,1,corners,5x5,10,5968.5891434976775,4282.100230643374,19.5,2.2730302828309763,110.7,10.0,1
basic,1,edge_biased,5x5,10,4701.858835961262,1274.774740392974,19.0,2.5385910352879693,105.2,10.0,1
basic,1,uniform,5x5,10,3593.49937598923,1420.6458120922011,16.3,3.7133393177689658,86.9,0.0,0
basic,2,center_biased,5x5,10,3285.826913304748,1570.3543500951741,15.6,4.168666186896929,136.8,0.0,0
basic,2,corners,5x5,10,4891.71702211944,1558.0196617144272,18.9,3.8427420765212266,65.4,0.0,0
basic,2,edge_biased,5x5,10,3878.9749371008265,1930.8230788607957,16.6,5.399588461684423,56.7,0.0,0
basic,2,uniform,5x5,10,4142.4610563705155,1905.0290166074813,17.6,4.857983120596447,141.9,10.0,1
basic,3,center_biased,5x5,10,4697.885239507106,1121.4940383662722,18.9,2.2335820757001272,45.8,0.0,0
basic,3,corners,5x5,10,5163.140386933699,1338.676193003109,20.0,2.6246692913372702,54.7,10.0,1
basic,3,edge_biased,5x5,10,4683.512679108999,1054.967502704201,19.0,2.1081851067789197,51.5,0.0,0
basic,3,uniform,5x5,10,5087.722813907457,1726.9383309963741,19.2,4.825856285561029,49.3,0.0,0
basic,5,center_biased,5x5,10,4424.761725246168,2105.6821778793346,17.9,4.954235000930461,28.4,10.0,1
basic,5,corners,5x5,10,4489.434250850774,1178.5739029898782,18.6,2.3664319132398473,35.3,0.0,0
basic,5,edge_biased,5x5,10,5077.82849104874,1191.5665280593685,19.7,2.4060109910158114,38.7,0.0,0
basic,5,uniform,5x5,10,4442.432500859242,1709.1141778887672,18.0,4.447221354708778,36.0,0.0,0
bodyaware,1,center_biased,5x5,10,3370.659683531696,2976.629236531951,13.6,9.912954487269003,211.5,10.0,1
bodyaware,1,corners,5x5,10,4400.267969346584,5551.907410540862,13.2,10.411532067856296,117.6,20.0,2
bodyaware,1,edge_biased,5x5,10,2807.689636526855,2822.27961125567,11.9,10.00499875062461,129.4,0.0,0
bodyaware,1,uniform,5x5,10,2957.189080303996,2879.628388911724,12.0,10.187137859957417,119.9,0.0,0
