encoding,food_count,food_pattern,grid,episodes,avg_reward,std_reward,avg_score,std_score,avg_steps,win_rate,total_wins
distance,1,edge_biased,6x6,100,6058.665392827504,2351.4262270863924,21.38,5.502579743936823,151.26,0.0,0
distance,1,uniform,6x6,100,5683.164558466005,2963.9420203152486,20.37,5.56804555594971,137.22,1.0,1
distance,2,center_biased,6x6,100,5676.166192900908,2604.8599453856555,20.39,6.247253942187864,83.01,0.0,0
distance,2,corners,6x6,100,7233.267831034552,2708.85823723922,23.6,5.727833867011229,104.96,1.0,1
distance,2,edge_biased,6x6,100,6503.33949521974,2927.635037762402,21.84,7.131832184160695,105.15,0.0,0
distance,2,uniform,6x6,100,6413.950977535512,2632.061222425653,22.08,5.467405715010114,91.19,1.0,1
distance,3,center_biased,6x6,100,6740.056961294053,2488.856646537721,22.88,4.803786385380144,64.33,0.0,0
distance,3,corners,6x6,100,8048.590907962228,2899.1136201890545,25.08,6.024663115607847,83.62,1.0,1
distance,3,edge_biased,6x6,100,7038.798641155824,2968.884771349512,22.95,6.983928158654879,83.72,0.0,0
distance,3,uniform,6x6,100,7216.086436560576,3011.439194421937,23.47,5.007983525322244,77.27,1.0,1
distance,5,center_biased,6x6,100,6874.738289685738,2548.775900311325,23.04,5.134395797172263,47.78,0.0,0
distance,5,corners,6x6,100,7745.478505158091,3193.9870587012388,24.24,7.226662193893285,64.78,3.0,3
distance,5,edge_biased,6x6,100,8151.452318594222,2856.21066175938,25.21,6.2317126397357585,63.58,1.0,1
distance,5,uniform,6x6,100,7924.187604320402,2662.0471611219937,24.95,5.328359423069556,58.82,1.0,1
distance,8,center_biased,6x6,100,7249.381490927051,2424.9531243376737,23.81,4.745428422080657,39.07,0.0,0
distance,8,corners,6x6,100,8384.282430856489,2355.796770984988,25.88,4.868534303322331,45.76,0.0,0
distance,8,edge_biased,6x6,100,8258.182264650217,2547.6207597782072,25.55,5.377421934967226,46.07,0.0,0
distance,8,uniform,6x6,100,7924.935994206717,2418.305528487908,25.09,4.6668722898422,43.3,0.0,0
distance,14,center_biased,6x6,100,7720.728695367612,2818.6681837604274,24.64,5.303934122113243,30.19,0.0,0
distance,14,corners,6x6,100,8478.81090097739,2091.96180204218,26.17,3.9004143784003675,33.14,0.0,0
distance,14,edge_biased,6x6,100,8770.694790191692,2343.9471809269453,26.61,4.433333333333334,33.24,1.0,1
distance,14,uniform,6x6,100,8121.397909925063,2087.0005205675193,25.54,3.8228975208008724,32.59,0.0,0
localgrid,1,center_biased,6x6,100,8228.799629935967,7474.847360472304,22.09,10.077572859943743,254.75,13.0,13
localgrid,1,corners,6x6,100,9181.876114901619,6697.087791927018,24.72,8.775632009816567,299.55,11.0,11
localgrid,1,edge_biased,6x6,100,8170.635785553454,6899.2804761711,22.66,9.112340395021878,268.69,11.0,11
localgrid,1,uniform,6x6,100,8702.087083561864,7607.165509088442,22.32,11.245542326727612,219.94,13.0,13
localgrid,2,center_biased,6x6,100,8202.91548571872,4994.00638304775,24.29,7.755473791933909,117.89,4.0,4
localgrid,2,corners,6x6,100,9143.959367457328,6437.154175129283,24.46,9.686416606086416,138.21,9.0,9
localgrid,2,edge_biased,6x6,100,8707.169526111311,5967.182372950403,24.14,9.335519224548745,136.35,9.0,9
localgrid,2,uniform,6x6,100,8950.777782583005,6116.046330899087,24.58,9.189563689755941,182.1,10.0,10
localgrid,3,center_biased,6x6,100,8346.943114684675,4646.833068997297,24.7,8.485876561092615,79.63,2.0,2
localgrid,3,corners,6x6,100,9420.6258849911,5723.509157404709,25.64,9.109346959041684,92.0,8.0,8
localgrid,3,edge_biased,6x6,100,8827.823491684412,5347.609046345429,24.9,9.280695724530199,89.29,5.0,5
localgrid,3,uniform,6x6,100,8992.567880720406,5137.34413793424,25.45,8.473815879257439,87.09,5.0,5
localgrid,5,center_biased,6x6,100,8256.278553859025,4024.37934348331,24.91,7.740872761589039,53.12,1.0,1
localgrid,5,corners,6x6,100,8906.668837072817,3695.56605303829,26.21,7.782776892704566,60.74,0.0,0
localgrid,5,edge_biased,6x6,100,8308.860649859147,3997.670893637197,24.79,9.05905986604381,58.21,0.0,0
localgrid,5,uniform,6x6,100,8743.935515863577,4744.7663973137405,25.26,8.245745765685674,63.38,3.0,3
localgrid,8,center_biased,6x6,100,7098.842608274321,2911.941538545985,23.19,6.556198393408895,37.48,0.0,0
localgrid,8,corners,6x6,100,7537.691360118765,3763.9276694007526,23.49,8.540450393819574,44.68,1.0,1
localgrid,8,edge_biased,6x6,100,8432.62288615117,3211.878110418058,25.5,7.242551032236186,46.1,2.0,2
localgrid,8,uniform,6x6,100,8037.822070388473,3114.8179051282636,25.0,6.381792281739725,43.2,0.0,0
localgrid,14,center_biased,6x6,100,6243.595575058179,2684.0287264230496,21.63,5.936796741977577,26.6,0.0,0
localgrid,14,corners,6x6,100,7981.345515410323,2809.0014840117697,25.03,5.719813163579964,31.16,0.0,0
localgrid,14,edge_biased,6x6,100,8567.469934086264,2661.202715706611,26.1,5.553231837262319,31.93,0.0,0
localgrid,14,uniform,6x6,100,7254.1044011118565,2924.409979085077,23.54,6.288389172422329,29.83,0.0,0
raycasting,1,center_biased,6x6,100,5529.511593674851,3895.171320840679,18.82,10.702949654797566,283.1,0.0,0
raycasting,1,corners,6x6,100,3572.6068267387873,4225.540282821688,13.0,11.998316380209179,257.58,0.0,0
raycasting,1,edge_biased,6x6,100,4423.778336819221,4924.641191466995,15.01,12.870367657388954,392.12,1.0,1
raycasting,1,uniform,6x6,100,4443.45110273953,5095.988529940318,14.96,12.008347265148693,283.64,2.0,2
raycasting,2,center_biased,6x6,100,8818.241537606384,4719.456807051908,25.45,7.882181669993905,187.93,4.0,4
raycasting,2,corners,6x6,100,6010.949905320136,4456.1741381211805,19.33,11.83476730534729,211.55,1.0,1
raycasting,2,edge_biased,6x6,100,6329.242890762145,4724.011543419808,19.95,11.535080442202421,211.65,2.0,2
raycasting,2,uniform,6x6,100,6214.882048987242,4726.28570352886,19.67,11.501475531162919,197.38,1.0,1
raycasting,3,center_biased,6x6,100,7566.640246101307,3193.602230215328,24.18,6.341111650940784,93.32,0.0,0
raycasting,3,corners,6x6,100,6527.750896757571,4432.040099138484,20.85,9.98015708060426,114.25,1.0,1
raycasting,3,edge_biased,6x6,100,6755.029385119522,3616.29615400423,21.85,9.18098055985329,127.51,0.0,0
raycasting,3,uniform,6x6,100,7576.046188053754,4069.241784284691,23.38,8.630203012699296,112.23,1.0,1
raycasting,5,center_biased,6x6,100,7747.699140475756,3207.439925370207,24.43,5.462923700138541,61.9,1.0,1
raycasting,5,corners,6x6,100,6856.136634492819,3365.1723102198353,22.44,7.807429768877824,74.58,0.0,0
raycasting,5,edge_biased,6x6,100,7246.450277155842,3718.4548004241037,23.04,7.512844220588383,64.05,1.0,1
raycasting,5,uniform,6x6,100,7295.552252783809,3353.4786496074503,23.45,7.284097803302808,86.76,0.0,0
raycasting,8,center_biased,6x6,100,7237.308222800193,2695.6320807996976,23.77,5.227848892269558,43.23,0.0,0
raycasting,8,corners,6x6,100,6999.7927034989,2777.3809404370218,23.16,5.7589982293850905,46.06,1.0,1
raycasting,8,edge_biased,6x6,100,7353.153915135023,2912.3054888340316,23.72,6.300681380500514,45.23,0.0,0
raycasting,8,uniform,6x6,100,7239.969289797939,2829.018549518891,23.67,5.665873384759071,44.97,0.0,0
raycasting,14,center_biased,6x6,100,6365.786200942745,2548.9614507115884,22.0,5.363550761172748,29.18,0.0,0
raycasting,14,corners,6x6,100,7449.019834610452,2498.6009050257258,24.13,5.157430649954578,32.41,0.0,0
raycasting,14,edge_biased,6x6,100,7295.816503916024,2806.938822006076,23.78,5.6148792228211555,31.43,1.0,1
raycasting,14,uniform,6x6,100,6834.357388544895,2752.503282381508,22.89,5.741739784906294,31.44,0.0,0
