encoding,food_count,food_pattern,grid,episodes,avg_reward,std_reward,avg_score,std_score,avg_steps,win_rate,total_wins
basic,1,center_biased,4x4,100,3993.6373275004175,4375.874166495992,13.01,2.176527676661321,42.63,19.0,19
basic,1,corners,4x4,100,4788.570871602377,4841.090791002019,13.58,2.0898020784927755,60.3,28.000000000000004,28
basic,1,edge_biased,4x4,100,4611.558936123371,4797.439020191986,13.32,2.1123972690339814,53.5,26.0,26
basic,1,uniform,4x4,100,4735.2583768726445,5015.059334327939,12.97,2.7467335973016125,52.71,26.0,26
basic,2,center_biased,4x4,100,2779.459187852194,2785.4259818605915,12.77,2.0143675850441913,27.37,13.0,13
basic,2,corners,4x4,100,4338.32000839737,4508.735088061098,13.49,1.914827839928608,34.13,23.0,23
basic,2,edge_biased,4x4,100,3729.007337152559,4021.660850559905,13.13,2.294723856100681,32.45,21.0,21
basic,2,uniform,4x4,100,4160.876643548611,4300.816421576541,13.54,1.898537448786419,32.55,28.000000000000004,28
basic,3,center_biased,4x4,100,2543.9078724507194,2325.894452953198,12.62,2.140423822847742,21.38,14.000000000000002,14
basic,3,corners,4x4,100,4680.6384194661505,4627.821792567856,13.86,2.0401029880915824,26.96,34.0,34
basic,3,edge_biased,4x4,100,3811.3957506824804,4154.10557834985,13.02,2.453527660287934,25.69,23.0,23
basic,3,uniform,4x4,100,4294.074746370091,4396.326428165934,13.55,2.1337830965283944,24.92,35.0,35
basic,5,center_biased,4x4,100,3032.351688549449,3161.0723507908665,12.9,2.1625835652680974,17.21,15.0,15
basic,5,corners,4x4,100,4564.003946348426,4699.799961121315,13.42,2.61379402247369,18.82,31.0,31
basic,5,edge_biased,4x4,100,5062.970666687584,5098.022911632126,13.28,2.7416724233153156,18.62,37.0,37
basic,5,uniform,4x4,100,4109.4078150376545,4323.658023123795,13.37,2.0283595401807895,18.72,25.0,25
basic,8,center_biased,4x4,100,2856.863258984115,2528.579963297452,13.29,2.0014893444531747,15.43,25.0,25
basic,8,corners,4x4,100,5118.734822978743,5189.4073245332165,13.19,2.747616046574546,15.55,30.0,30
basic,8,edge_biased,4x4,100,4553.902760551196,4989.471369258522,12.57,3.172657809433217,14.92,28.999999999999996,29
basic,8,uniform,4x4,100,3115.929384619688,3354.096091910889,12.76,2.3873403484618487,15.3,20.0,20
