encoding,food_count,food_pattern,grid,episode,reward,score,steps,win
basic,1,uniform,6x6,0,2161.5743352619174,13,89,0
basic,1,uniform,6x6,1,6685.032032550988,23,150,0
basic,1,uniform,6x6,2,4054.220376872533,18,113,0
basic,1,uniform,6x6,3,5345.673067223562,20,113,0
basic,1,uniform,6x6,4,7179.536815750319,24,147,0
basic,1,uniform,6x6,5,1907.6210182361715,12,50,0
basic,1,uniform,6x6,6,6207.477093967817,22,179,0
basic,1,uniform,6x6,7,5770.191876435485,21,134,0
basic,1,uniform,6x6,8,5338.099456112449,20,123,0
basic,1,uniform,6x6,9,5341.735845001339,20,102,0
basic,1,uniform,6x6,10,4052.753987983644,18,127,0
basic,1,uniform,6x6,11,5340.06445611245,20,144,0
basic,1,uniform,6x6,12,2438.885161469836,14,91,0
basic,1,uniform,6x6,13,1898.9793515695046,12,80,0
basic,1,uniform,6x6,14,4437.392726618345,19,135,0
basic,1,uniform,6x6,15,7180.462649083654,24,159,0
basic,1,uniform,6x6,16,7694.441689318176,25,179,0
basic,1,uniform,6x6,17,4056.7303768725333,18,107,0
basic,1,uniform,6x6,18,8794.408591272333,27,185,0
basic,1,uniform,6x6,19,2156.3707241508064,13,82,0
basic,1,uniform,6x6,20,4434.793282173901,19,113,0
basic,1,uniform,6x6,21,4436.056059951678,19,137,0
basic,1,uniform,6x6,22,6205.634316190038,22,173,0
basic,1,uniform,6x6,23,8789.843591272334,27,214,0
basic,1,uniform,6x6,24,6684.3770325509895,23,178,0
basic,1,uniform,6x6,25,6682.587588106544,23,145,0
basic,1,uniform,6x6,26,5769.611043102151,21,155,0
basic,1,uniform,6x6,27,6218.181816190039,22,142,0
basic,1,uniform,6x6,28,5767.786598657706,21,128,0
basic,1,uniform,6x6,29,8793.53831349456,27,178,0
basic,1,uniform,6x6,30,8230.218883585201,26,194,0
basic,1,uniform,6x6,31,11954.622196552862,32,253,0
basic,1,uniform,6x6,32,8224.580272474088,26,228,0
basic,1,uniform,6x6,33,1449.9963183007537,10,55,0
basic,1,uniform,6x6,34,4437.206893285012,19,114,0
basic,1,uniform,6x6,35,8227.454716918535,26,175,0
basic,1,uniform,6x6,36,5338.851400556892,20,146,0
basic,1,uniform,6x6,37,7180.1543157503165,24,179,0
basic,1,uniform,6x6,38,4058.661210205866,18,141,0
basic,1,uniform,6x6,39,6215.61653841226,22,147,0
basic,1,uniform,6x6,40,8791.689146827892,27,185,0
basic,1,uniform,6x6,41,5769.401598657708,21,109,0
basic,1,uniform,6x6,42,5344.376678334672,20,125,0
basic,1,uniform,6x6,43,3025.1767839412896,15,109,0
basic,1,uniform,6x6,44,5767.773820879928,21,129,0
basic,1,uniform,6x6,45,3036.9798394968466,15,78,0
basic,1,uniform,6x6,46,5342.825289445785,20,120,0
basic,1,uniform,6x6,47,5766.340209768815,21,140,0
basic,1,uniform,6x6,48,6217.669316190041,22,107,0
basic,1,uniform,6x6,49,5767.189376435484,21,128,0
basic,1,uniform,6x6,50,3033.1831728301804,15,81,0
basic,1,uniform,6x6,51,6681.907032550989,23,175,0
basic,1,uniform,6x6,52,6681.3273103287665,23,147,0
basic,1,uniform,6x6,53,5339.346122779117,20,120,0
basic,1,uniform,6x6,54,4054.6395435392005,18,119,0
basic,1,uniform,6x6,55,3357.7860197516075,16,96,0
basic,1,uniform,6x6,56,6214.838482856708,22,128,0
basic,1,uniform,6x6,57,6213.978760634483,22,163,0
basic,1,uniform,6x6,58,5758.4360431021505,21,130,0
basic,1,uniform,6x6,59,3688.145545549764,17,115,0
basic,1,uniform,6x6,60,2164.476279706363,13,67,0
basic,1,uniform,6x6,61,5343.12556722356,20,174,0
basic,1,uniform,6x6,62,705.3616276369835,7,41,0
basic,1,uniform,6x6,63,6216.397371745596,22,111,0
basic,1,uniform,6x6,64,6679.480088106545,23,152,0
basic,1,uniform,6x6,65,8231.066105807424,26,184,0
basic,1,uniform,6x6,66,5336.63306722356,20,132,0
basic,1,uniform,6x6,67,6212.383760634483,22,125,0
basic,1,uniform,6x6,68,4055.5220435392002,18,107,0
basic,1,uniform,6x6,69,5341.9355672235615,20,118,0
basic,1,uniform,6x6,70,13383.350604969939,34,263,0
basic,1,uniform,6x6,71,9382.78740130572,28,195,0
basic,1,uniform,6x6,72,7693.6633559848415,25,176,0
basic,1,uniform,6x6,73,7692.995300429287,25,141,0
basic,1,uniform,6x6,74,4056.7287102058663,18,108,0
basic,1,uniform,6x6,75,3038.17567283018,15,83,0
basic,1,uniform,6x6,76,9378.805179083494,28,211,0
basic,1,uniform,6x6,77,8231.966939140755,26,201,0
basic,1,uniform,6x6,78,7695.113078207066,25,167,0
basic,1,uniform,6x6,79,5766.901598657709,21,104,0
basic,1,uniform,6x6,80,2440.1584948031687,14,92,0
basic,1,uniform,6x6,81,-370.1305555555555,1,216,0
basic,1,uniform,6x6,82,3692.966378883098,17,125,0
basic,1,uniform,6x6,83,5340.048622779114,20,146,0
basic,1,uniform,6x6,84,6684.12425477321,23,133,0
basic,1,uniform,6x6,85,4057.825932428089,18,118,0
basic,1,uniform,6x6,86,3038.054283941291,15,90,0
basic,1,uniform,6x6,87,3037.4459506079556,15,120,0
basic,1,uniform,6x6,88,5339.934733890227,20,151,0
basic,1,uniform,6x6,89,7164.865149083653,24,170,0
basic,1,uniform,6x6,90,3352.9815753071607,16,82,0
basic,1,uniform,6x6,91,6692.4681436620995,23,150,0
basic,1,uniform,6x6,92,6217.590149523374,22,172,0
basic,1,uniform,6x6,93,9382.990179083496,28,200,0
basic,1,uniform,6x6,94,4433.453282173901,19,112,0
basic,1,uniform,6x6,95,703.3174609703167,7,40,0
basic,1,uniform,6x6,96,7177.049315750321,24,142,0
basic,1,uniform,6x6,97,4051.1198213169782,18,120,0
basic,1,uniform,6x6,98,5766.072987546592,21,152,0
basic,1,uniform,6x6,99,6685.130643662099,23,145,0
basic,1,center_biased,6x6,0,5338.370289445784,20,103,0
basic,1,center_biased,6x6,1,872.3506196244819,8,23,0
basic,1,center_biased,6x6,2,3355.108519751605,16,105,0
basic,1,center_biased,6x6,3,5328.60167833467,20,125,0
basic,1,center_biased,6x6,4,4429.512171062793,19,85,0
basic,1,center_biased,6x6,5,4436.478559951676,19,121,0
basic,1,center_biased,6x6,6,8793.027202383446,27,178,0
basic,1,center_biased,6x6,7,5761.460487546593,21,132,0
basic,1,center_biased,6x6,8,1661.537743138549,11,53,0
basic,1,center_biased,6x6,9,2433.8362725809475,14,97,0
basic,1,center_biased,6x6,10,6215.224593967819,22,103,0
basic,1,center_biased,6x6,11,5765.69826532437,21,111,0
basic,1,center_biased,6x6,12,7180.786815750319,24,142,0
basic,1,center_biased,6x6,13,3354.2121308627165,16,87,0
basic,1,center_biased,6x6,14,7177.324037972541,24,133,0
basic,1,center_biased,6x6,15,6215.668482856706,22,140,0
basic,1,center_biased,6x6,16,760.1629392476157,14,1080,0
basic,1,center_biased,6x6,17,3693.5841566608756,17,96,0
