encoding,food_count,food_pattern,grid,episode,reward,score,steps,win
basic,1,uniform,6x6,0,6214.561816190038,22,139,0
basic,1,uniform,6x6,1,9376.611012416828,28,200,0
basic,1,uniform,6x6,2,11957.011918775077,32,220,0
basic,1,uniform,6x6,3,-363.92222222222216,1,216,0
basic,1,uniform,6x6,4,5768.2838208799285,21,103,0
basic,1,uniform,6x6,5,5344.80834500134,20,96,0
basic,1,uniform,6x6,6,6219.479593967818,22,145,0
basic,1,uniform,6x6,7,4051.7034324280876,18,124,0
basic,1,uniform,6x6,8,7176.160982416989,24,175,0
basic,1,uniform,6x6,9,4050.181765761422,18,127,0
basic,1,center_biased,6x6,0,3353.292964196049,16,66,0
basic,1,center_biased,6x6,1,7171.920982416987,24,149,0
basic,1,center_biased,6x6,2,3035.5215061635126,15,88,0
basic,1,center_biased,6x6,3,7693.38252265151,25,187,0
basic,1,center_biased,6x6,4,3036.8737283857354,15,85,0
basic,1,center_biased,6x6,5,4435.0816155072325,19,125,0
basic,1,center_biased,6x6,6,8791.685535716779,27,128,0
basic,1,center_biased,6x6,7,4055.3273213169787,18,113,0
basic,1,center_biased,6x6,8,5767.4521542132625,21,132,0
basic,1,center_biased,6x6,9,6219.041816190042,22,106,0
basic,1,edge_biased,6x6,0,4053.0031546503114,18,110,0
basic,1,edge_biased,6x6,1,64.12341154438514,2,10,0
basic,1,edge_biased,6x6,2,3695.8174899942082,17,116,0
basic,1,edge_biased,6x6,3,7176.967649083654,24,161,0
basic,1,edge_biased,6x6,4,9992.863639078647,29,145,0
basic,1,edge_biased,6x6,5,4435.132448840567,19,147,0
basic,1,edge_biased,6x6,6,-359.9333333333334,1,216,0
basic,1,edge_biased,6x6,7,8231.722494696314,26,156,0
basic,1,edge_biased,6x6,8,3356.0968530849386,16,117,0
basic,1,edge_biased,6x6,9,3357.2118530849384,16,123,0
basic,1,corners,6x6,0,7695.896967095957,25,150,0
basic,1,corners,6x6,1,9383.34156797239,28,240,0
basic,1,corners,6x6,2,1451.201873856309,10,60,0
basic,1,corners,6x6,3,6687.758976995432,23,138,0
