encoding,food_count,food_pattern,grid,episode,reward,score,steps,win
basic,1,uniform,5x5,0,5336.075845001344,20,129,0
basic,1,uniform,5x5,1,5343.837845001343,20,72,0
basic,1,uniform,5x5,2,7180.004815750326,24,109,1
basic,1,uniform,5x5,3,3347.297908640496,16,99,0
basic,1,uniform,5x5,4,5772.5592653243775,21,103,0
basic,1,uniform,5x5,5,3355.4899086404957,16,74,0
basic,1,uniform,5x5,6,3355.3439086404956,16,83,0
basic,1,uniform,5x5,7,4431.905004396129,19,99,0
basic,1,uniform,5x5,8,3357.0299086404966,16,70,0
basic,1,uniform,5x5,9,3356.8499086404954,16,68,0
basic,1,center_biased,5x5,0,3349.9099086404963,16,55,0
basic,1,center_biased,5x5,1,3691.5517677719904,17,96,0
basic,1,center_biased,5x5,2,2160.647390817474,13,55,0
basic,1,center_biased,5x5,3,5341.939845001344,20,102,0
basic,1,center_biased,5x5,4,5341.689845001343,20,105,0
basic,1,center_biased,5x5,5,5342.679845001344,20,69,0
basic,1,center_biased,5x5,6,3030.9857283857364,15,71,0
basic,1,center_biased,5x5,7,7181.106815750327,24,115,1
basic,1,center_biased,5x5,8,5343.749845001343,20,88,0
basic,1,center_biased,5x5,9,872.4202862911486,8,17,0
basic,1,edge_biased,5x5,0,5343.111845001343,20,102,0
basic,1,edge_biased,5x5,1,3358.0879086404966,16,94,0
basic,1,edge_biased,5x5,2,4438.7830043961285,19,125,0
basic,1,edge_biased,5x5,3,3696.18176777199,17,98,0
basic,1,edge_biased,5x5,4,4058.5562102058693,18,93,0
basic,1,edge_biased,5x5,5,5770.187265324379,21,132,0
basic,1,edge_biased,5x5,6,4054.4422102058697,18,79,0
basic,1,edge_biased,5x5,7,3356.7039086404966,16,85,0
basic,1,edge_biased,5x5,8,4442.191004396128,19,109,0
basic,1,edge_biased,5x5,9,5343.635845001343,20,98,0
basic,1,corners,5x5,0,4059.8482102058706,18,107,0
basic,1,corners,5x5,1,3347.287908640496,16,103,0
basic,1,corners,5x5,2,4059.9402102058702,18,103,0
basic,1,corners,5x5,3,4434.581004396127,19,113,0
basic,1,corners,5x5,4,6219.557427301157,22,153,0
basic,1,corners,5x5,5,1447.1597071896429,10,44,0
basic,1,corners,5x5,6,1664.5090764718825,11,64,0
basic,1,corners,5x5,7,3034.5317283857366,15,117,0
basic,1,corners,5x5,8,3359.817908640496,16,84,0
basic,1,corners,5x5,9,2439.2499392476157,14,67,0
basic,2,uniform,5x5,0,3037.2057283857357,15,60,0
basic,2,uniform,5x5,1,6218.493427301157,22,69,0
basic,2,uniform,5x5,2,6217.8494273011565,22,97,0
basic,2,uniform,5x5,3,4438.781004396127,19,59,0
basic,2,uniform,5x5,4,5768.475265324379,21,84,0
basic,2,uniform,5x5,5,7180.958815750326,24,64,1
basic,2,uniform,5x5,6,3696.8477677719898,17,63,0
basic,2,uniform,5x5,7,1448.6917071896423,10,32,0
basic,2,uniform,5x5,8,4435.785004396128,19,57,0
basic,2,uniform,5x5,9,6218.745427301155,22,57,0
basic,2,center_biased,5x5,0,7180.624815750327,24,77,1
basic,2,center_biased,5x5,1,4053.5042102058705,18,49,0
basic,2,center_biased,5x5,2,3691.2117677719893,17,45,0
basic,2,center_biased,5x5,3,5770.425265324378,21,63,0
basic,2,center_biased,5x5,4,5342.909845001343,20,57,0
basic,2,center_biased,5x5,5,2435.231939247615,14,41,0
