encoding,food_count,food_pattern,grid,episode,reward,score,steps,win
basic,1,uniform,10x10,0,-50.8075,0,6,0
basic,1,uniform,10x10,1,-53.0705,0,7,0
basic,1,uniform,10x10,2,-1293.23,0,600,0
basic,1,uniform,10x10,3,-53.0705,0,7,0
basic,1,uniform,10x10,4,-50.8075,0,6,0
basic,1,uniform,10x10,5,-46.3075,0,6,0
basic,1,uniform,10x10,6,-48.5705,0,7,0
basic,1,uniform,10x10,7,-2.2935000000000016,1,6,0
basic,1,uniform,10x10,8,-53.8075,0,6,0
basic,1,uniform,10x10,9,-47.0705,0,7,0
basic,1,uniform,10x10,10,-1293.23,0,600,0
basic,1,uniform,10x10,11,-53.0705,0,7,0
basic,1,uniform,10x10,12,-53.0705,0,7,0
basic,1,uniform,10x10,13,-51.5705,0,7,0
basic,1,uniform,10x10,14,-53.8075,0,6,0
basic,1,uniform,10x10,15,-49.334,0,8,0
basic,1,uniform,10x10,16,-53.0705,0,7,0
basic,1,uniform,10x10,17,-53.8075,0,6,0
basic,1,uniform,10x10,18,-53.8075,0,6,0
basic,1,uniform,10x10,19,2.9549999999999983,1,6,0
basic,1,uniform,10x10,20,-53.8075,0,6,0
basic,1,uniform,10x10,21,-47.8075,0,6,0
basic,1,uniform,10x10,22,-52.334,0,8,0
basic,1,uniform,10x10,23,-53.8075,0,6,0
basic,1,uniform,10x10,24,-46.3075,0,6,0
basic,1,uniform,10x10,25,-44.834,0,8,0
basic,1,uniform,10x10,26,-53.8075,0,6,0
basic,1,uniform,10x10,27,-50.8075,0,6,0
basic,1,uniform,10x10,28,-53.8075,0,6,0
basic,1,uniform,10x10,29,-49.3075,0,6,0
basic,1,uniform,10x10,30,-50.8075,0,6,0
basic,1,uniform,10x10,31,-49.3075,0,6,0
basic,1,uniform,10x10,32,-52.334,0,8,0
basic,1,uniform,10x10,33,-53.0705,0,7,0
basic,1,uniform,10x10,34,-53.8075,0,6,0
basic,1,uniform,10x10,35,-52.334,0,8,0
basic,1,uniform,10x10,36,-47.0705,0,7,0
basic,1,uniform,10x10,37,-53.8075,0,6,0
basic,1,uniform,10x10,38,-52.3075,0,6,0
basic,1,uniform,10x10,39,-49.334,0,8,0
basic,1,uniform,10x10,40,-53.0705,0,7,0
basic,1,uniform,10x10,41,-53.0705,0,7,0
basic,1,uniform,10x10,42,-6.043500000000002,1,6,0
basic,1,uniform,10x10,43,-47.0705,0,7,0
basic,1,uniform,10x10,44,-50.0705,0,7,0
basic,1,uniform,10x10,45,-53.0705,0,7,0
basic,1,uniform,10x10,46,0.7064999999999984,1,6,0
basic,1,uniform,10x10,47,-47.0705,0,7,0
basic,1,uniform,10x10,48,-46.3075,0,6,0
basic,1,uniform,10x10,49,-53.0705,0,7,0
basic,1,uniform,10x10,50,-53.8075,0,6,0
basic,1,uniform,10x10,51,-53.0705,0,7,0
basic,1,uniform,10x10,52,-3.055500000000002,1,7,0
basic,1,uniform,10x10,53,-47.0705,0,7,0
basic,1,uniform,10x10,54,-46.3075,0,6,0
basic,1,uniform,10x10,55,-53.8075,0,6,0
basic,1,uniform,10x10,56,-46.3075,0,6,0
basic,1,uniform,10x10,57,-50.0705,0,7,0
basic,1,uniform,10x10,58,-45.5705,0,7,0
basic,1,uniform,10x10,59,-47.8075,0,6,0
basic,1,uniform,10x10,60,-53.8075,0,6,0
basic,1,uniform,10x10,61,-53.8075,0,6,0
basic,1,uniform,10x10,62,-44.834,0,8,0
basic,1,uniform,10x10,63,-53.8075,0,6,0
basic,1,uniform,10x10,64,-1293.23,0,600,0
basic,1,uniform,10x10,65,-47.8075,0,6,0
basic,1,uniform,10x10,66,-53.8075,0,6,0
basic,1,uniform,10x10,67,-53.0705,0,7,0
basic,1,uniform,10x10,68,-53.8075,0,6,0
basic,1,uniform,10x10,69,-53.0705,0,7,0
basic,1,uniform,10x10,70,-51.5705,0,7,0
basic,1,uniform,10x10,71,-1293.23,0,600,0
basic,1,uniform,10x10,72,-48.5705,0,7,0
basic,1,uniform,10x10,73,-53.8075,0,6,0
basic,1,uniform,10x10,74,-46.3075,0,6,0
basic,1,uniform,10x10,75,-53.8075,0,6,0
basic,1,uniform,10x10,76,-1293.23,0,600,0
basic,1,uniform,10x10,77,-53.0705,0,7,0
basic,1,uniform,10x10,78,-46.3075,0,6,0
basic,1,uniform,10x10,79,-48.5705,0,7,0
basic,1,uniform,10x10,80,-53.8075,0,6,0
basic,1,uniform,10x10,81,-52.3075,0,6,0
basic,1,uniform,10x10,82,-49.3075,0,6,0
basic,1,uniform,10x10,83,-50.8075,0,6,0
basic,1,uniform,10x10,84,-1293.23,0,600,0
basic,1,uniform,10x10,85,-53.8075,0,6,0
basic,1,uniform,10x10,86,-53.8075,0,6,0
basic,1,uniform,10x10,87,-48.5705,0,7,0
