encoding,food_count,food_pattern,grid,episode,reward,score,steps,win
basic,1,uniform,5x5,0,570.7728396586981,6,21,0
basic,1,uniform,5x5,1,143.2138952884062,3,13,0
basic,1,uniform,5x5,2,443.4026947923828,5,21,0
basic,1,uniform,5x5,3,140.2198952884062,3,13,0
basic,1,uniform,5x5,4,873.7882862911488,8,26,0
basic,1,uniform,5x5,5,876.7302862911486,8,30,0
basic,1,uniform,5x5,6,711.0549609703166,7,23,0
basic,1,uniform,5x5,7,569.2308396586982,6,24,0
basic,1,uniform,5x5,8,443.41069479238274,5,20,0
basic,1,uniform,5x5,9,446.4806947923827,5,16,0
basic,1,uniform,5x5,10,564.5748396586982,6,33,0
basic,1,uniform,5x5,11,234.54621171932195,4,11,0
basic,1,uniform,5x5,12,438.80869479238277,5,26,0
basic,1,uniform,5x5,13,572.2688396586981,6,21,0
basic,1,uniform,5x5,14,224.00021171932195,4,14,0
basic,1,uniform,5x5,15,715.5769609703168,7,22,0
basic,1,uniform,5x5,16,872.164286291149,8,34,0
basic,1,uniform,5x5,17,231.318211719322,4,24,0
basic,1,uniform,5x5,18,441.9466947923827,5,17,0
basic,1,uniform,5x5,19,564.8068396586982,6,19,0
basic,1,uniform,5x5,20,440.40069479238286,5,21,0
basic,1,uniform,5x5,21,237.46421171932195,4,16,0
basic,1,uniform,5x5,22,438.8006947923827,5,27,0
basic,1,uniform,5x5,23,714.1029609703169,7,21,0
basic,1,uniform,5x5,24,570.7248396586981,6,23,0
basic,1,uniform,5x5,25,444.88069479238266,5,22,0
basic,1,uniform,5x5,26,444.8506947923828,5,23,0
basic,1,uniform,5x5,27,440.5086947923828,5,14,0
basic,1,uniform,5x5,28,233.03821171932196,4,12,0
basic,1,uniform,5x5,29,437.3806947923829,5,22,0
basic,1,uniform,5x5,30,444.83869479238274,5,23,0
basic,1,uniform,5x5,31,234.60221171932199,4,7,0
basic,1,uniform,5x5,32,569.3028396586981,6,19,0
basic,1,uniform,5x5,33,572.2448396586982,6,23,0
basic,1,uniform,5x5,34,873.5922862911486,8,38,0
basic,1,uniform,5x5,35,442.0026947923827,5,14,0
basic,1,uniform,5x5,36,231.53821171932196,4,12,0
basic,1,uniform,5x5,37,443.4886947923827,5,15,0
basic,1,uniform,5x5,38,237.49221171932197,4,14,0
basic,1,uniform,5x5,39,440.4646947923827,5,17,0
basic,1,uniform,5x5,40,443.47869479238284,5,15,0
basic,1,uniform,5x5,41,1053.368387943531,9,33,0
basic,1,uniform,5x5,42,570.6928396586982,6,25,0
basic,1,uniform,5x5,43,444.87269479238273,5,22,0
basic,1,uniform,5x5,44,569.3668396586982,6,15,0
basic,1,uniform,5x5,45,564.7088396586981,6,25,0
basic,1,uniform,5x5,46,711.1589609703168,7,17,0
basic,1,uniform,5x5,47,444.87069479238266,5,21,0
basic,1,uniform,5x5,48,438.7986947923829,5,24,0
basic,1,uniform,5x5,49,870.7142862911487,8,31,0
basic,1,uniform,5x5,50,440.4166947923827,5,20,0
basic,1,uniform,5x5,51,570.6088396586981,6,31,0
basic,1,uniform,5x5,52,446.35669479238277,5,24,0
basic,1,uniform,5x5,53,234.51821171932198,4,13,0
basic,1,uniform,5x5,54,441.94869479238264,5,17,0
basic,1,uniform,5x5,55,437.35269479238286,5,23,0
basic,1,uniform,5x5,56,563.2668396586981,6,21,0
basic,1,uniform,5x5,57,708.0029609703168,7,27,0
basic,1,uniform,5x5,58,234.460211719322,4,17,0
basic,1,uniform,5x5,59,570.6588396586982,6,28,0
basic,1,uniform,5x5,60,715.5289609703168,7,26,0
basic,1,uniform,5x5,61,872.3082862911486,8,25,0
basic,1,uniform,5x5,62,440.39069479238276,5,21,0
basic,1,uniform,5x5,63,569.2308396586982,6,24,0
basic,1,uniform,5x5,64,875.2342862911487,8,30,0
basic,1,uniform,5x5,65,441.9526947923828,5,18,0
basic,1,uniform,5x5,66,442.00669479238286,5,14,0
basic,1,uniform,5x5,67,446.4326947923828,5,19,0
basic,1,uniform,5x5,68,234.51621171932197,4,13,0
basic,1,uniform,5x5,69,569.2228396586981,6,23,0
basic,1,uniform,5x5,70,234.448211719322,4,17,0
basic,1,uniform,5x5,71,437.43869479238276,5,19,0
basic,1,uniform,5x5,72,438.9326947923828,5,18,0
basic,1,uniform,5x5,73,709.5089609703168,7,27,0
basic,1,uniform,5x5,74,704.916960970317,7,31,0
basic,1,uniform,5x5,75,234.55021171932196,4,11,0
basic,1,uniform,5x5,76,708.1029609703168,7,21,0
basic,1,uniform,5x5,77,1048.7783879435312,9,38,0
basic,1,uniform,5x5,78,231.55021171932196,4,11,0
basic,1,uniform,5x5,79,444.85669479238277,5,24,0
basic,1,uniform,5x5,80,440.4086947923828,5,20,0
basic,1,uniform,5x5,81,438.8746947923828,5,23,0
basic,1,uniform,5x5,82,572.2768396586982,6,21,0
basic,1,uniform,5x5,83,567.8008396586981,6,19,0
basic,1,uniform,5x5,84,569.2508396586982,6,22,0
basic,1,uniform,5x5,85,234.53021171932198,4,12,0
basic,1,uniform,5x5,86,710.8329609703169,7,33,0
basic,1,uniform,5x5,87,440.4566947923828,5,17,0
basic,1,uniform,5x5,88,570.5648396586981,6,32,0
basic,1,uniform,5x5,89,236.048211719322,4,11,0
basic,1,uniform,5x5,90,446.43869479238276,5,18,0
basic,1,uniform,5x5,91,234.392211719322,4,21,0
basic,1,uniform,5x5,92,444.8886947923827,5,22,0
basic,1,uniform,5x5,93,231.50421171932197,4,14,0
basic,1,uniform,5x5,94,711.0929609703167,7,20,0
basic,1,uniform,5x5,95,714.0669609703168,7,23,0
basic,1,uniform,5x5,96,715.5589609703168,7,23,0
basic,1,uniform,5x5,97,443.46869479238273,5,17,0
basic,1,uniform,5x5,98,569.2628396586981,6,22,0
basic,1,uniform,5x5,99,566.2808396586981,6,21,0
basic,1,center_biased,5x5,0,570.790839658698,6,20,0
basic,1,center_biased,5x5,1,442.0246947923828,5,13,0
basic,1,center_biased,5x5,2,443.49269479238274,5,15,0
basic,1,center_biased,5x5,3,711.1469609703167,7,18,0
basic,1,center_biased,5x5,4,230.07621171932198,4,9,0
basic,1,center_biased,5x5,5,711.0469609703168,7,24,0
basic,1,center_biased,5x5,6,234.548211719322,4,11,0
basic,1,center_biased,5x5,7,444.8506947923827,5,23,0
basic,1,center_biased,5x5,8,711.0269609703168,7,25,0
basic,1,center_biased,5x5,9,712.5149609703169,7,26,0
basic,1,center_biased,5x5,10,444.94869479238287,5,18,0
basic,1,center_biased,5x5,11,567.8368396586982,6,16,0
basic,1,center_biased,5x5,12,236.03621171932195,4,12,0
basic,1,center_biased,5x5,13,236.07621171932198,4,9,0
basic,1,center_biased,5x5,14,1053.4863879435313,9,26,0
basic,1,center_biased,5x5,15,443.4886947923827,5,15,0
basic,1,center_biased,5x5,16,439.0346947923829,5,12,0
basic,1,center_biased,5x5,17,570.6568396586981,6,28,0
basic,1,center_biased,5x5,18,563.3228396586982,6,18,0
basic,1,center_biased,5x5,19,446.5026947923827,5,14,0
basic,1,center_biased,5x5,20,445.03469479238265,5,12,0
basic,1,center_biased,5x5,21,570.7728396586981,6,21,0
basic,1,center_biased,5x5,22,709.5589609703168,7,23,0
basic,1,center_biased,5x5,23,443.5506947923827,5,11,0
basic,1,center_biased,5x5,24,560.3448396586982,6,16,0
basic,1,center_biased,5x5,25,563.3488396586982,6,15,0
basic,1,center_biased,5x5,26,443.4606947923828,5,17,0
basic,1,center_biased,5x5,27,872.3482862911487,8,22,0
basic,1,center_biased,5x5,28,441.99069479238267,5,15,0
basic,1,center_biased,5x5,29,440.4186947923828,5,20,0
basic,1,center_biased,5x5,30,709.6289609703169,7,19,0
basic,1,center_biased,5x5,31,443.51669479238274,5,13,0
basic,1,center_biased,5x5,32,442.0766947923828,5,9,0
basic,1,center_biased,5x5,33,442.03469479238265,5,12,0
basic,1,center_biased,5x5,34,564.8268396586981,6,18,0
basic,1,center_biased,5x5,35,435.90469479238277,5,20,0
basic,1,center_biased,5x5,36,440.5246947923828,5,13,0
basic,1,center_biased,5x5,37,440.5366947923827,5,12,0
basic,1,center_biased,5x5,38,569.3028396586981,6,19,0
basic,1,center_biased,5x5,39,441.94269479238267,5,18,0
basic,1,center_biased,5x5,40,438.5966947923828,5,34,0
basic,1,center_biased,5x5,41,234.51221171932195,4,13,0
basic,1,center_biased,5x5,42,566.2548396586981,6,22,0
basic,1,center_biased,5x5,43,567.8448396586981,6,17,0
basic,1,center_biased,5x5,44,567.7728396586981,6,20,0
basic,1,center_biased,5x5,45,567.9228396586981,6,11,0
basic,1,center_biased,5x5,46,231.546211719322,4,11,0
basic,1,center_biased,5x5,47,567.834839658698,6,17,0
