encoding,food_count,food_pattern,grid,episode,reward,score,steps,win
basic,1,center_biased,6x6,184,230.4956561637664,4,15,0
basic,1,center_biased,6x6,185,709.7402387480945,7,28,0
basic,1,center_biased,6x6,186,445.7249170146049,5,17,0
basic,1,center_biased,6x6,187,1055.6025546101976,9,35,0
basic,1,center_biased,6x6,188,567.7455618809203,6,23,0
basic,1,center_biased,6x6,189,570.1900063253647,6,28,0
basic,1,center_biased,6x6,190,714.7469054147612,7,29,0
basic,1,center_biased,6x6,191,570.2394507698092,6,25,0
basic,1,center_biased,6x6,192,562.731117436476,6,25,0
basic,1,center_biased,6x6,193,440.67963923682726,5,20,0
basic,1,center_biased,6x6,194,568.8961174364758,6,31,0
basic,1,center_biased,6x6,195,439.39575034793825,5,22,0
basic,1,center_biased,6x6,196,1051.5814434990864,9,51,0
basic,1,center_biased,6x6,197,-407.21000000000004,0,216,0
basic,1,center_biased,6x6,198,565.2536174364759,6,24,0
basic,1,center_biased,6x6,199,709.6888498592058,7,33,0
basic,1,edge_biased,6x6,0,570.1663952142537,6,28,0
basic,1,edge_biased,6x6,1,-407.21000000000004,0,216,0
basic,1,edge_biased,6x6,2,710.79079430365,7,41,0
basic,1,edge_biased,6x6,3,-407.21000000000004,0,216,0
basic,1,edge_biased,6x6,4,562.5758396586982,6,34,0
basic,1,edge_biased,6x6,5,-407.21000000000004,0,216,0
basic,1,edge_biased,6x6,6,229.11537838598866,4,24,0
basic,1,edge_biased,6x6,7,564.5652841031425,6,27,0
basic,1,edge_biased,6x6,8,232.8373228304331,4,25,0
basic,1,edge_biased,6x6,9,-449.09888888888884,0,216,0
basic,1,edge_biased,6x6,10,562.6858396586981,6,28,0
basic,1,edge_biased,6x6,11,442.9832503479382,5,32,0
basic,1,edge_biased,6x6,12,229.2045450526553,4,18,0
basic,1,edge_biased,6x6,13,225.9456561637664,4,25,0
basic,1,edge_biased,6x6,14,711.1299609703169,7,20,0
basic,1,edge_biased,6x6,15,233.33565616376643,4,31,0
basic,1,edge_biased,6x6,16,-450.26555555555547,0,216,0
basic,1,edge_biased,6x6,17,706.988572081428,7,44,0
basic,1,edge_biased,6x6,18,439.09658368127157,5,39,0
basic,1,edge_biased,6x6,19,565.0191729920315,6,38,0
basic,1,edge_biased,6x6,20,436.10297257016043,5,31,0
basic,1,edge_biased,6x6,21,571.2694507698092,6,37,0
basic,1,edge_biased,6x6,22,441.0904725701605,5,31,0
basic,1,edge_biased,6x6,23,570.0613952142536,6,36,0
basic,1,edge_biased,6x6,24,-407.21000000000004,0,216,0
basic,1,edge_biased,6x6,25,-407.21000000000004,0,216,0
basic,1,edge_biased,6x6,26,236.57482283043305,4,25,0
basic,1,edge_biased,6x6,27,436.8226947923828,5,25,0
basic,1,edge_biased,6x6,28,443.1529725701605,5,21,0
basic,1,edge_biased,6x6,29,-449.09888888888884,0,216,0
basic,1,edge_biased,6x6,30,234.16343394154416,4,21,0
basic,1,edge_biased,6x6,31,443.10769479238274,5,24,0
basic,1,edge_biased,6x6,32,562.837228547587,6,18,0
basic,1,edge_biased,6x6,33,225.46176727487756,4,17,0
basic,1,edge_biased,6x6,34,571.3130618809203,6,35,0
basic,1,edge_biased,6x6,35,443.62686145904945,5,30,0
