encoding,grid_cols,grid_rows,grid_label,grid_area,episodes,avg_reward,std_reward,avg_score,std_score,avg_steps,win_rate,total_wins
basic,3,3,3x3,9,2000,954.821310327773,1196.5899358500383,7.0,1.6939405884973275,16.1915,53.2,1064
basic,4,4,4x4,16,2000,1305.3994247873234,1345.5208032884552,9.4105,3.158160340826474,36.3715,6.15,123
basic,5,5,5x5,25,2000,1562.8845770176013,1207.8198329437867,10.795,4.06290888579933,61.179,0.2,4
basic,6,6,6x6,36,2000,2158.533054620457,1711.3607736615797,12.515,4.95520453927111,84.995,0.05,1
bodyaware,3,3,3x3,9,2000,1100.2203936043138,1241.9629564561026,7.4425,1.347071286356168,16.038,63.55,1271
bodyaware,4,4,4x4,16,2000,1521.6489738051062,1443.206694967644,10.153,2.9116713267395884,33.1665,7.9,158
bodyaware,5,5,5x5,25,2000,1785.7824646200488,1219.172622701025,11.5925,3.691376014230901,51.6035,0.35000000000000003,7
bodyaware,6,6,6x6,36,2000,2328.167171170179,1500.540683721879,13.1695,4.1523958079008745,73.098,0.0,0
distance,3,3,3x3,9,2000,606.9925759244825,974.7841789332442,5.565,2.494571394693205,33.589,33.800000000000004,676
distance,4,4,4x4,16,2000,652.0418870537844,1141.5908264877971,6.262,4.152466434391052,82.407,3.0,60
distance,5,5,5x5,25,2000,294.97012409091263,1050.3157169205779,5.1105,4.491255441156614,149.6745,0.1,2
distance,6,6,6x6,36,2000,37.4050937704017,1272.8403218960236,4.6475,4.767662850341592,232.765,0.0,0
localgrid,3,3,3x3,9,2000,755.4531022816328,1123.051520698647,5.9725,2.8996461376971365,27.264,43.9,878
localgrid,4,4,4x4,16,2000,1042.373556923278,1091.6856836808176,8.5685,3.6353700922813807,50.9205,3.5000000000000004,70
localgrid,5,5,5x5,25,2000,1198.2231840983834,1175.2312858512494,9.29,4.630401743926226,94.9985,0.0,0
localgrid,6,6,6x6,36,2000,738.4920747072092,1418.6007494091214,8.641,4.528175260034971,235.8715,0.0,0
raycasting,3,3,3x3,9,2000,914.2268121003713,1194.1469751019729,6.8565,1.7327460732828777,15.586,50.7,1014
raycasting,4,4,4x4,16,2000,526.2068894751732,801.5402022120581,6.117,3.621721888096512,44.995,1.05,21
raycasting,5,5,5x5,25,2000,341.0005633970252,747.5994181998628,5.2705,3.99090132635453,92.166,0.0,0
raycasting,6,6,6x6,36,2000,-12.597780680055099,881.6177743482181,3.828,4.242335996518154,183.8035,0.0,0
