encoding,grid_cols,grid_rows,grid_label,grid_area,episodes,avg_reward,std_reward,avg_score,std_score,avg_steps,win_rate,total_wins
basic,3,3,3x3,9,2000,1158.0453154379347,1055.7796878327797,6.329,2.270316314543864,124.721,44.0,880
basic,4,4,4x4,16,2000,1279.6333748679174,1048.5432949855824,7.3035,3.6451380310809656,251.4905,2.4,48
basic,5,5,5x5,25,2000,1557.305651367072,1084.5173800085636,8.1415,4.248588353971326,435.98,0.0,0
basic,6,6,6x6,36,2000,1774.5174621143535,1262.1659380310516,8.541,4.6576996557358115,686.98,0.0,0
bodyaware,3,3,3x3,9,2000,1386.219398051999,1071.9042979170683,7.3855,1.3674153218138114,15.6595,62.2,1244
bodyaware,4,4,4x4,16,2000,2037.8060086138307,1322.875384368237,10.2555,2.7484535194130895,30.939,7.6,152
bodyaware,5,5,5x5,25,2000,2674.530135740114,1439.6777823967966,12.2895,3.6014128946038317,49.0845,0.65,13
bodyaware,6,6,6x6,36,2000,3351.8139665739945,1840.1812189846617,13.881,4.198529841076899,67.599,0.0,0
distance,3,3,3x3,9,2000,670.0823015833049,689.9947858422161,5.5085,1.6915550328660915,12.4785,17.349999999999998,347
distance,4,4,4x4,16,2000,813.129532736292,633.3873432094532,6.3675,2.364580167743283,18.9615,0.4,8
distance,5,5,5x5,25,2000,822.5445875515065,635.1929266292025,6.3895,2.43140815635948,23.423,0.0,0
distance,6,6,6x6,36,2000,986.1163556502385,766.0891544423513,6.98,2.786841086538807,30.1455,0.0,0
localgrid,3,3,3x3,9,2000,1147.2268812232187,954.0777592987641,6.9065,1.5697100830638868,16.6545,46.2,924
localgrid,4,4,4x4,16,2000,1468.6115869208825,1220.104540222152,8.137,3.9155966273959106,116.897,4.0,80
localgrid,5,5,5x5,25,2000,1931.0388279440533,1356.9581250366994,9.665,4.63233248505826,175.5975,0.0,0
localgrid,6,6,6x6,36,2000,2367.4244639037206,1704.682740986145,10.6375,5.425201393043167,289.8955,0.0,0
raycasting,3,3,3x3,9,2000,1343.248998323636,1105.329081762221,7.18,1.7813440412499344,15.7465,63.05,1261
raycasting,4,4,4x4,16,2000,1432.1088655439219,1099.1932629338316,8.442,2.8065235233547488,42.079,3.3000000000000003,66
raycasting,5,5,5x5,25,2000,1220.9104526000474,1077.0380580958097,5.9715,5.10134292121201,720.5965,0.0,0
raycasting,6,6,6x6,36,2000,863.7891142133061,792.8334010185598,2.7515,3.876243075477862,1928.9355,0.0,0
