encoding,grid_cols,grid_rows,grid_label,grid_area,episodes,avg_reward,std_reward,avg_score,std_score,avg_steps,win_rate,total_wins
basic,3,3,3x3,9,2000,1070.3105684353836,1238.3155789629252,7.3395,1.4581847967424175,15.9975,61.7,1234
basic,4,4,4x4,16,2000,1273.0388282157362,1447.2009284476392,8.9005,4.412180120610261,40.708,6.35,127
basic,5,5,5x5,25,2000,1844.3079576284658,1632.3773149162444,11.0605,5.993145972636129,70.1085,0.5,10
basic,6,6,6x6,36,2000,2509.337416401788,2234.283469760424,12.807,6.985710491820994,100.833,0.05,1
bodyaware,3,3,3x3,9,2000,1026.5890411581063,1210.632977077522,7.269,1.4841631885291755,15.1545,60.75000000000001,1215
bodyaware,4,4,4x4,16,2000,1456.8279295409034,1310.428829664686,10.114,2.7113981337900137,30.1355,6.7,134
bodyaware,5,5,5x5,25,2000,1943.8535486756168,1135.5451799281886,12.2205,3.395238367447253,47.876,0.4,8
bodyaware,6,6,6x6,36,2000,2762.7283084789497,1531.854246068999,14.425,4.0480326436606315,70.115,0.0,0
distance,3,3,3x3,9,2000,1084.0473475594258,1260.6882026972437,7.306,1.4650724277691216,16.151,61.8,1236
distance,4,4,4x4,16,2000,1239.5666617849245,1282.6539523252577,9.2585,2.9821341874831986,27.944,5.2,104
distance,5,5,5x5,25,2000,1252.5540591294866,942.3435249280628,9.7615,3.386347800464811,36.785,0.0,0
distance,6,6,6x6,36,2000,1162.9657868173738,1146.2105313074885,9.1655,4.288625176318335,59.054,0.0,0
localgrid,3,3,3x3,9,2000,1149.6834216804598,1269.9535271700495,7.503,1.2352141016594935,16.706,61.8,1236
localgrid,4,4,4x4,16,2000,1969.9149498544493,1822.1157257482744,11.046,2.7773622144825154,36.187,14.2,284
localgrid,5,5,5x5,25,2000,2368.208535391913,1382.3231896489701,13.423,3.5784736602172216,59.582,1.0,20
localgrid,6,6,6x6,36,2000,3282.7308746558792,1891.7779433583848,15.7555,4.233400594119946,87.248,0.15,3
raycasting,3,3,3x3,9,2000,791.6636630154501,1005.4586812795063,6.952,1.4895655080261998,19.148,46.7,934
raycasting,4,4,4x4,16,2000,1799.162432431934,1733.32224010733,10.6275,2.820943567550695,42.8735,12.55,251
raycasting,5,5,5x5,25,2000,2448.344378764377,1244.9318382980407,13.8,3.213590450227113,77.6715,0.6,12
raycasting,6,6,6x6,36,2000,1824.822551120214,2304.0737606581038,10.014,8.277261656506038,161.829,0.0,0
