encoding,grid_cols,grid_rows,grid_label,grid_area,episodes,avg_reward,std_reward,avg_score,std_score,avg_steps,win_rate,total_wins
basic,3,3,3x3,9,2000,1071.9881697814715,1253.2162880267588,7.2835,1.5480070778121393,15.6935,61.25000000000001,1225
basic,4,4,4x4,16,2000,1690.8479246625109,1548.6899545616989,10.598,2.9321826081306255,33.0845,10.2,204
basic,5,5,5x5,25,2000,2293.886360196537,1380.399001983279,13.149,3.8335554089561232,54.6495,0.95,19
basic,6,6,6x6,36,2000,3130.1400386932487,1894.944393873363,15.236,4.685005724577041,78.7845,0.05,1
bodyaware,3,3,3x3,9,2000,958.5495568050562,1168.7952140544362,7.1335,1.4848502079570294,15.702,54.2,1084
bodyaware,4,4,4x4,16,2000,1695.5171318953285,1582.1082467304925,10.554,2.8635963563404006,32.2515,10.05,201
bodyaware,5,5,5x5,25,2000,2390.0535465804014,1406.8659508672815,13.412,3.969399711169626,54.6105,0.3,6
bodyaware,6,6,6x6,36,2000,3404.1743575819196,2138.350389063275,15.8275,5.069180608937013,78.8925,0.0,0
distance,3,3,3x3,9,2000,1022.1311406271107,1240.7999273646549,7.1475,1.743061353320851,16.976,63.949999999999996,1279
distance,4,4,4x4,16,2000,1839.3136074943513,1595.0660637222181,10.9765,3.105441938729077,39.405,10.75,215
distance,5,5,5x5,25,2000,2079.1352693759027,1335.04365096564,12.409,4.21801076425887,58.342,0.15,3
distance,6,6,6x6,36,2000,2116.920230261952,1610.6522161471282,12.2915,4.8425461150554145,71.1385,0.0,0
localgrid,3,3,3x3,9,2000,1070.510551485715,1213.38777962676,7.4305,1.2684534824417326,17.2085,59.550000000000004,1191
localgrid,4,4,4x4,16,2000,1937.9513287954442,1766.6782345708898,11.036,2.741799177796523,37.478,14.000000000000002,280
localgrid,5,5,5x5,25,2000,2314.568090815921,1309.2706400362506,13.3115,3.459545053325362,58.452,0.7000000000000001,14
localgrid,6,6,6x6,36,2000,3092.1544159723767,1542.0382575163324,15.3975,3.6989640330042066,83.8845,0.0,0
raycasting,3,3,3x3,9,2000,-150.99105320490267,220.06632710309393,2.0335,1.4554851316603146,6.384,1.4500000000000002,29
raycasting,4,4,4x4,16,2000,1209.976137607755,1555.2954805928346,8.3025,4.661529650162021,53.8585,8.5,170
raycasting,5,5,5x5,25,2000,1998.2870526098645,1234.6949248386895,12.1145,4.439960176982058,94.9735,0.1,2
raycasting,6,6,6x6,36,2000,1536.3133626916908,2004.6256241407596,9.849,7.271976335213829,197.243,0.0,0
