encoding,grid_cols,grid_rows,grid_label,grid_area,episodes,avg_reward,std_reward,avg_score,std_score,avg_steps,win_rate,total_wins
basic,3,3,3x3,9,15000,1048.5000962577471,1232.533619292666,7.271466666666667,1.5282435072450744,15.679866666666667,60.940000000000005,9141
basic,4,4,4x4,16,15000,1667.397471244784,1528.214104671684,10.5382,2.9047380708451715,32.91846666666667,9.306666666666667,1396
basic,5,5,5x5,25,15000,2328.1062329119995,1377.1273269649823,13.254333333333333,3.851160429186547,55.17346666666667,0.7000000000000001,105
basic,6,6,6x6,36,15000,3221.125985056166,1921.5856192462836,15.468733333333333,4.671610428088126,79.5532,0.03333333333333333,5
bodyaware,3,3,3x3,9,15000,941.9202988810302,1174.498359375738,7.037133333333333,1.5330724497876773,15.433733333333333,50.946666666666665,7642
bodyaware,4,4,4x4,16,15000,1679.266155165121,1566.7067361738552,10.526,2.8828940445100373,32.5096,9.493333333333332,1424
bodyaware,5,5,5x5,25,15000,2442.103146234025,1495.6398646150437,13.512733333333333,4.1015963642307955,54.864,0.7333333333333333,110
bodyaware,6,6,6x6,36,15000,3392.017542013442,2203.136250307737,15.772,5.17750935362494,78.68246666666667,0.04666666666666667,7
distance,3,3,3x3,9,15000,1017.7848017245958,1230.4398872837874,7.170066666666667,1.7237968056736601,17.0644,64.36666666666667,9655
distance,4,4,4x4,16,15000,1885.2010926552853,1674.216320982681,10.984133333333334,3.1838170008552997,39.45953333333333,11.98,1797
distance,5,5,5x5,25,15000,2031.4238786906615,1339.2361116510556,12.239133333333333,4.256973498912924,57.821666666666665,0.21333333333333335,32
distance,6,6,6x6,36,15000,2184.621274574373,1654.6097081120574,12.459666666666667,4.926553015770428,71.445,0.0,0
localgrid,3,3,3x3,9,15000,1055.8643688093175,1203.1507147074901,7.4114,1.262585831352508,17.094666666666665,58.46666666666667,8770
localgrid,4,4,4x4,16,15000,1898.3526854676736,1730.7122946358463,10.977933333333333,2.7462609475736874,37.391666666666666,13.006666666666666,1951
localgrid,5,5,5x5,25,15000,2351.806810758819,1320.7317218215956,13.427266666666666,3.424990301610594,58.807066666666664,0.8666666666666666,130
localgrid,6,6,6x6,36,15000,3118.496744528922,1613.4796208306313,15.436933333333334,3.8221891464029287,83.9236,0.013333333333333334,2
raycasting,3,3,3x3,9,15000,-146.28378623545615,231.3830520971052,2.0666,1.4778509316656632,6.455,1.3599999999999999,204
raycasting,4,4,4x4,16,15000,1184.5808729071487,1506.662301775091,8.297666666666666,4.584924135051428,54.21986666666667,7.933333333333334,1190
raycasting,5,5,5x5,25,15000,2015.9688366061428,1250.4975946378481,12.149133333333333,4.513134587823566,94.21586666666667,0.06,9
raycasting,6,6,6x6,36,15000,1544.869382838696,1995.6104771249784,9.912733333333334,7.190227012168791,198.85573333333335,0.0,0
