encoding,grid_cols,grid_rows,grid_label,grid_area,episodes,avg_reward,std_reward,avg_score,std_score,avg_steps,win_rate,total_wins
basic,3,3,3x3,9,1000,1160.1108456276474,1273.1759146877089,7.548,1.2866045823606234,15.618,67.7,677
basic,4,4,4x4,16,1000,1779.1792010600764,1619.572025131703,10.772,2.807828324506307,32.051,11.600000000000001,116
basic,5,5,5x5,25,1000,2372.2951060902296,1433.2970561687998,13.381,3.883416011698969,53.335,1.2,12
basic,6,6,6x6,36,1000,3348.4829546068077,2123.4327014588775,15.747,4.881477216972317,76.916,0.1,1
basic,8,8,8x8,64,1000,5312.39931744065,2990.7402864760084,19.913,6.074399503599454,131.352,0.0,0
basic,10,10,10x10,100,1000,7084.812508268083,4245.0894309522555,23.052,7.575531973708822,192.145,0.0,0
bodyaware,3,3,3x3,9,1000,1119.4022433019572,1218.107898752585,7.632,1.208319509085257,16.151,72.6,726
bodyaware,4,4,4x4,16,1000,1776.2349655236103,1644.0252829269039,10.736,2.7520679275551814,32.352,10.9,109
bodyaware,5,5,5x5,25,1000,2379.73195108916,1423.2074549329311,13.404,3.882506646209101,53.655,0.8999999999999999,9
bodyaware,6,6,6x6,36,1000,3261.7912352223425,2095.41841928505,15.533,4.769030787765439,78.257,0.3,3
bodyaware,8,8,8x8,64,1000,4855.288898953358,2836.8088143540017,19.007,5.931621627778961,131.354,0.0,0
bodyaware,10,10,10x10,100,1000,6075.513478613483,3459.6845557439447,21.352,6.6210221215409,186.87,0.0,0
distance,3,3,3x3,9,1000,1213.240075047014,1302.5569704860657,7.608,1.249759135952963,15.833,69.3,693
distance,4,4,4x4,16,1000,1615.7326296200417,1381.8157679632245,10.599,2.68615234385811,31.507,7.6,76
distance,5,5,5x5,25,1000,2198.48764495845,1352.1022676275886,12.882,3.7488838512456097,50.851,0.5,5
distance,6,6,6x6,36,1000,2977.0532905862233,1719.3992074685684,14.94,4.312191437656147,71.91,0.0,0
distance,8,8,8x8,64,1000,4380.161320604041,2639.7576281190363,18.005,5.6305130918662885,116.39,0.0,0
distance,10,10,10x10,100,1000,5673.61747693231,3402.317166552878,20.539,6.648961399172634,164.557,0.0,0
localgrid,3,3,3x3,9,1000,1183.394518809019,1259.0887212796856,7.536,1.5287383821442582,24.069,75.0,750
localgrid,4,4,4x4,16,1000,2919.3371121034816,2143.947915021258,12.841,2.4859402444344663,40.768,28.999999999999996,290
localgrid,5,5,5x5,25,1000,3891.224212821685,2073.5691967802572,17.023,4.124255142505184,76.106,8.3,83
localgrid,6,6,6x6,36,1000,5245.265254589293,2867.66539893699,19.877,5.332382704317583,114.061,1.0,10
localgrid,8,8,8x8,64,1000,6822.105032292249,3236.051541526108,22.928,6.059664638867034,182.132,0.0,0
localgrid,10,10,10x10,100,1000,7743.832824036162,4170.023826606603,24.404,7.411458271738008,252.878,0.0,0
raycasting,3,3,3x3,9,1000,1260.7673929525915,1290.0304791093745,7.836,1.0584064551126966,17.488,80.30000000000001,803
raycasting,4,4,4x4,16,1000,2368.694907847792,1905.875699514049,12.037,2.6325959738557607,40.106,19.2,192
raycasting,5,5,5x5,25,1000,2756.0840668859137,2025.2233257613927,13.768,6.092889240688629,96.647,2.6,26
raycasting,6,6,6x6,36,1000,802.4320670024032,2354.3523198363523,7.908,7.383227481802792,307.378,0.0,0
raycasting,8,8,8x8,64,1000,-1157.2718265523893,425.74169192776674,1.382,2.140246868157189,461.696,0.0,0
raycasting,10,10,10x10,100,1000,-1780.224601403042,675.9674613144317,0.971,1.6955925318407237,669.0,0.0,0
