encoding,grid_cols,grid_rows,grid_label,grid_area,episodes,avg_reward,std_reward,avg_score,std_score,avg_steps,win_rate,total_wins
basic,3,3,3x3,9,2000,1541.2794629192817,1129.3650397002814,7.658,1.1784440441457498,16.062,70.65,1413
basic,4,4,4x4,16,2000,2391.7871395664706,1623.3168674617566,10.88,2.7884561577819253,33.1225,13.600000000000001,272
basic,5,5,5x5,25,2000,3081.202772097567,1661.6049296253561,13.285,3.8229677661825248,54.294,1.0,20
basic,6,6,6x6,36,2000,4028.8370130191047,2105.481265791376,15.3915,4.477080507980336,78.2075,0.0,0
bodyaware,3,3,3x3,9,2000,1482.8159926797678,1092.0426811720258,7.606,1.1394793576907407,16.196,65.3,1306
bodyaware,4,4,4x4,16,2000,1962.4196755525973,1487.7423154650935,9.27,4.494463271632108,164.856,8.200000000000001,164
bodyaware,5,5,5x5,25,2000,3054.6286525745404,1526.187704578113,13.2785,3.65918468600358,55.393,0.6,12
bodyaware,6,6,6x6,36,2000,3967.124065472757,2234.2596629202903,15.204,4.687362764374274,83.9475,0.05,1
distance,3,3,3x3,9,2000,1402.595321537478,1082.550825092144,7.433,1.4330170162578124,16.481,68.65,1373
distance,4,4,4x4,16,2000,1548.944854020302,1169.5640287561637,8.789,3.0804583444360847,26.1765,3.45,69
distance,5,5,5x5,25,2000,1446.175576039381,1028.4517517597392,8.578,3.415808817094053,33.9295,0.0,0
distance,6,6,6x6,36,2000,1498.629215517564,1092.2062951038524,8.5895,3.663837005217399,108.0365,0.0,0
localgrid,3,3,3x3,9,2000,1518.0924902436095,1089.1257318302112,7.7035,1.0464871321037972,17.7445,70.25,1405
localgrid,4,4,4x4,16,2000,2659.4004381975055,1762.5441224841516,11.3945,2.735984750739329,40.573,18.0,360
localgrid,5,5,5x5,25,2000,3137.89108313048,1739.9963503633649,13.208,4.437745237324437,126.525,2.1999999999999997,44
localgrid,6,6,6x6,36,2000,3877.727552660518,1895.2924825888292,15.027,4.397719974087169,163.325,0.15,3
raycasting,3,3,3x3,9,2000,1406.3580830993415,1057.8654051388492,7.464,1.2014265324423419,17.143,62.150000000000006,1243
raycasting,4,4,4x4,16,2000,689.215493513382,1227.8943411874393,2.428,4.5922064609607895,768.24,3.45,69
raycasting,5,5,5x5,25,2000,542.5495252308111,857.7255046912707,1.5735,3.5172124106415272,1329.889,0.2,4
raycasting,6,6,6x6,36,2000,422.2794741706209,156.81008518752193,0.356,0.9714606877964578,1998.0185,0.0,0
