encoding,grid_cols,grid_rows,grid_label,grid_area,episodes,avg_reward,std_reward,avg_score,std_score,avg_steps,win_rate,total_wins
basic,3,3,3x3,9,10000,1262.697918775409,1244.0505664668271,8.0587,0.8177537417329326,19.8499,94.5,9450
basic,4,4,4x4,16,10000,3582.0398512742227,2232.9603472099193,13.8159,2.398662658285826,47.6128,41.75,4175
basic,5,5,5x5,25,10000,4935.897571843275,2071.4306126931115,19.2882,4.204677001966869,96.0508,21.279999999999998,2128
basic,6,6,6x6,36,10000,6605.269175173494,3640.846651432138,21.9198,7.898861130613463,152.1477,1.95,195
bodyaware,3,3,3x3,9,10000,1335.4036625908313,1345.7524912681754,7.8408,1.1696119695078004,16.8897,83.0,8300
bodyaware,4,4,4x4,16,10000,2516.334136261001,2069.2893086873214,12.0613,2.9883164681022865,36.9987,23.189999999999998,2319
bodyaware,5,5,5x5,25,10000,3303.182241093042,2059.299490072506,15.534,4.748273224011123,64.7365,6.4,640
bodyaware,6,6,6x6,36,10000,4324.170542112314,2794.6022543992704,17.7944,5.893420219209549,91.8918,0.4,40
distance,3,3,3x3,9,10000,958.2411233904526,1324.3840030101726,6.1077,3.2180951389964125,28.1804,58.709999999999994,5871
distance,4,4,4x4,16,10000,3050.098715750571,2411.98062445823,12.2019,4.686163932604189,54.0265,35.63,3563
distance,5,5,5x5,25,10000,4589.147311048815,2159.1398740471686,18.3439,5.070424411266883,97.1717,12.43,1243
distance,6,6,6x6,36,10000,4968.811576336183,3493.304329434441,17.8964,9.776606018579498,159.9859,0.13999999999999999,14
localgrid,3,3,3x3,9,10000,1341.073276270479,1293.693153835922,8.0789,0.8165423835578997,20.6096,93.54,9354
localgrid,4,4,4x4,16,10000,4355.413679242523,2235.5664338583583,14.5684,1.9234581901203156,50.756,57.21000000000001,5721
localgrid,5,5,5x5,25,10000,6361.506435186872,2339.9145824576926,21.7334,3.7476831446768974,116.7914,53.290000000000006,5329
localgrid,6,6,6x6,36,10000,9562.641444374813,5275.028214946749,26.6766,8.492998619012852,218.3825,12.870000000000001,1287
raycasting,3,3,3x3,9,10000,517.6999507448951,1020.838756320839,5.3536,2.353406231845495,14.5686,28.62,2862
raycasting,4,4,4x4,16,10000,3587.4852605297824,2341.7674074360802,13.5419,2.5527428463525164,50.2514,42.53,4253
raycasting,5,5,5x5,25,10000,5467.560508078394,3098.7011915624635,20.0904,5.941292598060927,214.8066,45.93,4593
raycasting,6,6,6x6,36,10000,921.5901381756444,3767.5970102240794,8.1333,9.769957846256625,421.1602,1.27,127
