encoding,grid_cols,grid_rows,grid_label,grid_area,episodes,avg_reward,std_reward,avg_score,std_score,avg_steps,win_rate,total_wins
basic,3,3,3x3,9,15000,963.9421939325605,1182.0644684295703,7.104,1.5142886794400576,15.7774,53.56666666666666,8035
basic,4,4,4x4,16,15000,1444.7387946759611,1279.288825079582,10.098933333333333,2.8522192305626626,31.764466666666667,6.173333333333334,926
basic,5,5,5x5,25,15000,2130.364962700536,1324.7961056759195,12.652466666666667,3.88213325970811,52.531933333333335,0.5466666666666666,82
basic,6,6,6x6,36,15000,2941.9808908043515,1778.1265959916236,14.7654,4.560001726722986,74.47533333333334,0.006666666666666667,1
bodyaware,3,3,3x3,9,15000,1078.6271746982918,1234.2726999941935,7.383266666666667,1.4049809940571427,15.579733333333333,63.33333333333333,9500
bodyaware,4,4,4x4,16,15000,1627.6560972463822,1533.647586182909,10.393333333333333,2.8098069725938615,31.3192,9.22,1383
bodyaware,5,5,5x5,25,15000,2102.16638576028,1252.9462610600613,12.6536,3.5472871215989126,50.62466666666667,0.45999999999999996,69
bodyaware,6,6,6x6,36,15000,2835.5359967997697,1654.068491920763,14.592066666666666,4.1941423180678905,71.67873333333333,0.013333333333333334,2
distance,3,3,3x3,9,15000,1105.9051119345088,1254.762775864665,7.4182,1.3646854037042409,16.4358,63.89333333333334,9584
distance,4,4,4x4,16,15000,1246.8025929681826,1192.8098134641582,9.4214,2.901605876253824,29.028466666666667,4.533333333333333,680
distance,5,5,5x5,25,15000,1280.9830399289494,972.1569889158569,9.8282,3.5107320854752007,38.48886666666667,0.03333333333333333,5
distance,6,6,6x6,36,15000,1435.637342253201,1132.924841855176,10.282466666666666,3.860320287282338,48.17446666666667,0.0,0
localgrid,3,3,3x3,9,15000,1090.5306705804537,1232.8358715464597,7.432266666666667,1.2842853349147076,16.907933333333332,61.14666666666667,9172
localgrid,4,4,4x4,16,15000,1833.4241285416097,1617.0123706158872,10.972533333333333,2.65264296187804,38.22813333333333,11.106666666666666,1666
localgrid,5,5,5x5,25,15000,2496.769228465885,1392.8131207864585,13.806533333333334,3.548231011613579,62.404133333333334,1.2133333333333334,182
localgrid,6,6,6x6,36,15000,3364.11897653851,1701.3119677297293,16.027066666666666,3.9587429198239157,91.31326666666666,0.013333333333333334,2
raycasting,3,3,3x3,9,15000,80.14450961385847,731.34235207289,2.926266666666667,2.7841480134683207,14.076933333333333,12.453333333333333,1868
raycasting,4,4,4x4,16,15000,1614.7092114034654,2319.220029638559,7.8816,6.16509383536048,60.20486666666667,17.486666666666668,2623
raycasting,5,5,5x5,25,15000,2434.795338338428,2824.7599153520314,11.430733333333333,9.229031032371442,148.9696,8.213333333333333,1232
raycasting,6,6,6x6,36,15000,1197.3460146992632,3162.301404312897,7.946533333333333,9.667073228363513,294.8272666666667,0.24,36
