encoding,grid_cols,grid_rows,grid_label,grid_area,episodes,avg_reward,std_reward,avg_score,std_score,avg_steps,win_rate,total_wins
basic,3,3,3x3,9,10000,1234.9932151404626,1291.0228655967337,7.7477,1.164465674904506,16.4248,77.56,7756
basic,4,4,4x4,16,10000,2276.1117014956135,2010.5134708703322,11.5428,3.0421856697718024,35.5953,19.939999999999998,1994
basic,5,5,5x5,25,10000,2969.7268625830343,1869.1420949602007,14.8019,4.474020348166454,62.0196,3.95,395
basic,6,6,6x6,36,10000,4069.051574947419,2624.5283301434547,17.3041,5.540748431332897,89.8727,0.41000000000000003,41
bodyaware,3,3,3x3,9,10000,1231.9923109930946,1331.3184286723945,7.5505,1.3673465960287352,16.5705,69.19,6919
bodyaware,4,4,4x4,16,10000,2295.0815371837216,2047.4683195210612,11.5123,3.122983191181346,36.8874,20.18,2018
bodyaware,5,5,5x5,25,10000,2989.8660478044426,1974.7023285243126,14.766,4.693873373315954,65.3198,3.6900000000000004,369
bodyaware,6,6,6x6,36,10000,4121.940927723432,2878.775209229553,17.3079,5.902387771753121,93.0769,0.8200000000000001,82
distance,3,3,3x3,9,10000,1163.4256896203253,1263.779586582731,7.5985,1.2144320625392957,17.0691,68.58999999999999,6859
distance,4,4,4x4,16,10000,2080.3797990760645,1838.0878010815068,11.3192,2.8213662241433797,36.0773,15.61,1561
distance,5,5,5x5,25,10000,2597.4930886485495,1515.7275618534259,14.0085,3.8886681426926035,58.9876,1.51,151
distance,6,6,6x6,36,10000,3539.4709956826814,2075.2671981136023,16.2621,4.702277611059686,84.074,0.11,11
localgrid,3,3,3x3,9,10000,1316.9140510432283,1331.6905246835242,7.8469,1.1364812136392306,17.4418,82.11,8211
localgrid,4,4,4x4,16,10000,2947.081357762789,2228.93382437957,12.6978,2.8182032195955444,40.1401,30.930000000000003,3093
localgrid,5,5,5x5,25,10000,3708.7259648730164,2156.404070132551,16.5196,4.5996447159700615,74.905,8.12,812
localgrid,6,6,6x6,36,10000,5195.635494307851,3476.0920364731983,19.5056,6.269090746661666,115.8088,2.2399999999999998,224
raycasting,3,3,3x3,9,10000,824.719495745755,1249.9636589418676,6.0382,2.973688793822284,21.0332,51.82,5182
raycasting,4,4,4x4,16,10000,2328.45511076708,1977.8182841827402,11.6163,3.9268328601598506,50.7338,20.03,2003
raycasting,5,5,5x5,25,10000,3213.9932719133294,1521.7366677672196,15.7184,3.666366820786819,91.564,2.34,234
raycasting,6,6,6x6,36,10000,490.7543502850918,2018.104702297626,6.771,6.8279148385216395,319.2047,0.0,0
