encoding,grid_cols,grid_rows,grid_label,grid_area,episodes,avg_reward,std_reward,avg_score,std_score,avg_steps,win_rate,total_wins
basic,3,3,3x3,9,10000,1452.2483611469206,1336.6198602909676,8.232,0.5576801060734297,20.7348,98.76,9876
basic,4,4,4x4,16,10000,3623.426948106354,2157.1161624874335,14.0664,1.92628193580525,51.1166,41.92,4192
basic,5,5,5x5,25,10000,4953.980929891498,1989.044788004351,19.3829,3.5020728206883622,101.2572,17.44,1744
basic,6,6,6x6,36,10000,6653.325463347938,2722.393323165109,22.7266,5.110192153567676,155.584,0.9400000000000001,94
bodyaware,3,3,3x3,9,10000,1418.726904226403,1357.514175199965,8.0375,0.9229187005867794,17.795,89.82,8982
bodyaware,4,4,4x4,16,10000,2897.7833333275935,2269.254149032948,12.4785,3.017954365933236,38.9842,30.759999999999998,3076
bodyaware,5,5,5x5,25,10000,3478.932828241371,2155.926032078437,15.9202,4.783337745967688,68.2259,8.21,821
bodyaware,6,6,6x6,36,10000,4249.438876748782,2902.486423679251,17.546,6.030747962906371,93.587,0.76,76
distance,3,3,3x3,9,10000,1205.6109920455522,1363.472673304862,7.1349,2.757510176996203,25.3316,82.45,8245
distance,4,4,4x4,16,10000,3790.2647098749712,2413.1217026073723,13.4691,3.974974871936079,54.134,48.04,4804
distance,5,5,5x5,25,10000,4652.08746798401,2245.5333626448432,18.4257,5.096496535630517,102.0086,14.21,1421
distance,6,6,6x6,36,10000,2939.3577266259467,3873.195604459511,14.9256,9.336690099719593,372.7242,0.06,6
localgrid,3,3,3x3,9,10000,769.8730033868472,937.4413632174707,6.1635,2.6269864590030854,60.3502,48.22,4822
localgrid,4,4,4x4,16,10000,4694.176714750765,2134.0050282029183,14.9398,1.6126487601466,54.5728,64.02,6402
localgrid,5,5,5x5,25,10000,5117.210068571511,3434.4898589054364,17.9002,8.923530853887927,144.8073,41.58,4158
localgrid,6,6,6x6,36,10000,8070.145157698721,6109.151050021218,22.8782,12.363262101281292,243.8482,10.59,1059
raycasting,3,3,3x3,9,10000,1122.585338516477,1136.8635163854376,7.6289,1.1610855274096699,39.0351,74.3,7430
raycasting,4,4,4x4,16,10000,4588.469946709185,2560.944218268118,13.5546,4.528738211354091,68.6676,65.75999999999999,6576
raycasting,5,5,5x5,25,10000,4296.114332455656,3472.4186287662974,16.6471,9.006646077056415,216.5408,37.38,3738
raycasting,6,6,6x6,36,10000,-456.33979832921113,1131.8723375571863,2.0167,3.9592156608178013,268.1046,0.09,9
