encoding,grid_cols,grid_rows,grid_label,grid_area,episodes,avg_reward,std_reward,avg_score,std_score,avg_steps,win_rate,total_wins
basic,3,3,3x3,9,1000,1076.3698560501578,1074.1695581493968,7.618,1.153866286623977,41.1,77.9,779
basic,4,4,4x4,16,1000,2482.446040204359,2166.5325859504237,11.412,5.172718145522046,59.912,24.9,249
basic,5,5,5x5,25,1000,3202.2129716847626,2265.963520706188,15.208,6.437093456846203,165.165,4.3999999999999995,44
basic,6,6,6x6,36,1000,3327.156268163337,3389.766589618604,14.593,9.638477641788203,235.888,0.0,0
basic,8,8,8x8,64,1000,687.1248475625486,4204.686317762756,6.053,10.525444217512916,389.937,0.0,0
basic,10,10,10x10,100,1000,-579.2311043565566,4708.980737812394,4.143,9.478628349893,623.371,0.0,0
bodyaware,3,3,3x3,9,1000,108.60961278278714,720.5022589044299,2.741,2.8407726042379706,39.536,11.1,111
bodyaware,4,4,4x4,16,1000,-45.63574254125144,459.06368695138013,2.637,3.148514593287468,82.493,0.0,0
bodyaware,5,5,5x5,25,1000,-191.0033080061205,521.1045577175769,2.505,3.2623025024693257,139.302,0.0,0
bodyaware,6,6,6x6,36,1000,-420.78910216503,626.5848875902324,2.016,3.3682471834901144,204.348,0.0,0
bodyaware,8,8,8x8,64,1000,-775.1000650649679,1246.0129882062845,2.615,4.463484927463931,370.996,0.0,0
bodyaware,10,10,10x10,100,1000,-1279.7212663830662,1604.7957332783142,2.346,4.561479046437799,545.956,0.0,0
distance,3,3,3x3,9,1000,770.4077723792913,1339.1078668503962,4.993,4.020835500007196,34.084,59.0,590
distance,4,4,4x4,16,1000,2573.6068209266714,2000.1313101623014,12.215,3.823531665148649,51.531,23.799999999999997,238
distance,5,5,5x5,25,1000,3858.6540848674217,1891.8451712930464,16.917,4.840820647839019,88.932,5.8999999999999995,59
distance,6,6,6x6,36,1000,5627.062900649864,3015.4461467873953,20.306,7.071093576269824,141.241,0.6,6
distance,8,8,8x8,64,1000,6657.982645556679,5442.151875705653,20.982,11.6987408098708,257.736,0.0,0
distance,10,10,10x10,100,1000,2662.084524148681,5859.512552881271,12.292,12.49379169150946,456.975,0.0,0
localgrid,3,3,3x3,9,1000,-232.2105512226965,55.16188087781051,0.591,0.8297032044095087,44.855,0.0,0
localgrid,4,4,4x4,16,1000,-363.3929284442721,58.894571550201285,0.234,0.5436354840695548,91.803,0.0,0
localgrid,5,5,5x5,25,1000,-504.7938757281146,94.52596090083249,0.252,0.5940108154308714,142.102,0.0,0
localgrid,6,6,6x6,36,1000,-657.8337795379758,165.3568319038631,0.313,0.6881166358289155,196.276,0.0,0
localgrid,8,8,8x8,64,1000,-1041.4631203357524,343.09695473218784,0.413,0.7778406238015833,335.827,0.0,0
localgrid,10,10,10x10,100,1000,-1466.8183763792715,636.0440700496147,0.561,0.9225671412586348,489.749,0.0,0
raycasting,3,3,3x3,9,1000,1025.447738932078,1238.6990668136098,6.782,2.6746270075712677,34.988,61.9,619
raycasting,4,4,4x4,16,1000,2167.9991913190115,2680.2264461694426,8.64,6.897243795312152,73.923,27.0,270
raycasting,5,5,5x5,25,1000,3551.3495147334047,2690.5513774391793,15.368,7.92523724473819,153.46,15.7,157
raycasting,6,6,6x6,36,1000,3626.8671019584126,3959.1194606078952,15.334,10.51137160093453,280.716,0.5,5
raycasting,8,8,8x8,64,1000,296.7993806393656,4465.316537072135,7.533,10.745994015789668,559.834,0.0,0
raycasting,10,10,10x10,100,1000,-2000.743608767936,4616.007304289113,4.583,8.426631540486335,959.049,0.0,0
