encoding,grid_cols,grid_rows,grid_label,grid_area,episodes,avg_reward,std_reward,avg_score,std_score,avg_steps,win_rate,total_wins
basic,3,3,3x3,9,2000,1430.5368832503289,1069.4250335138893,7.526,1.2377762499832154,16.8855,66.7,1334
basic,4,4,4x4,16,2000,1764.4628628346159,1522.9967467909564,8.8855,3.8727107682277517,84.024,8.15,163
basic,5,5,5x5,25,2000,1725.0513958715271,1270.1988306770409,9.0175,4.541641443740551,164.556,0.0,0
basic,6,6,6x6,36,2000,1763.1446216244317,1442.3112903214296,8.4735,5.488383999818591,436.7195,0.0,0
bodyaware,3,3,3x3,9,2000,1411.9539688550565,1069.306887468442,7.471,1.2810072168980433,16.4085,64.7,1294
bodyaware,4,4,4x4,16,2000,-284.45784111515025,39.81198392791752,0.1415,0.3585275735707161,3.0,0.0,0
bodyaware,5,5,5x5,25,2000,-291.67903904935014,30.450541741291904,0.078,0.27377632611014624,3.0,0.0,0
bodyaware,6,6,6x6,36,2000,-289.82031508225015,33.534476136572046,0.094,0.3003483053927162,4.0,0.0,0
distance,3,3,3x3,9,2000,1377.512046150209,1072.1495826420662,7.384,1.4548547354119497,16.7985,67.15,1343
distance,4,4,4x4,16,2000,-284.0852212796505,41.86967648566354,0.144,0.3746120220755625,3.0,0.0,0
distance,5,5,5x5,25,2000,-288.7972890493501,34.48745170715063,0.1045,0.3108505493513179,3.0,0.0,0
distance,6,6,6x6,36,2000,-290.3128020658001,32.624964517607665,0.0895,0.29245942668706865,4.0,0.0,0
localgrid,3,3,3x3,9,2000,1468.654539728844,1091.4778216383677,7.567,1.1959206131915798,17.2145,66.5,1330
localgrid,4,4,4x4,16,2000,200.16484079658855,447.55845690402674,2.064,2.6342690991702855,360.0305,0.05,1
localgrid,5,5,5x5,25,2000,169.64993046731354,261.2786522496041,0.6905,1.3481908467571067,949.7815,0.0,0
localgrid,6,6,6x6,36,2000,271.24255551540114,283.82221931769766,0.468,0.962517126917648,1517.939,0.0,0
raycasting,3,3,3x3,9,2000,1433.948022399343,1065.2598566051822,7.539,1.2317619976316065,17.1955,68.5,1370
raycasting,4,4,4x4,16,2000,-283.4568541316003,40.96276916457529,0.1505,0.36867018980984506,3.0,0.0,0
raycasting,5,5,5x5,25,2000,-291.6312760329001,30.354221711427478,0.079,0.27348930180008796,3.0,0.0,0
raycasting,6,6,6x6,36,2000,-291.1915650822502,31.74756566408475,0.0825,0.2841374967485448,4.0,0.0,0
