encoding,grid_cols,grid_rows,grid_label,grid_area,episodes,avg_reward,std_reward,avg_score,std_score,avg_steps,win_rate,total_wins
basic,3,3,3x3,9,2000,1250.5247756701685,1019.4237009625926,7.1015,1.5021071576144227,16.0,52.800000000000004,1056
basic,4,4,4x4,16,2000,1931.601274565945,1296.8282131965575,9.9485,2.854982173605608,31.6235,6.75,135
basic,5,5,5x5,25,2000,2692.6100157713286,1499.3597869180699,12.2975,3.8054217068787013,50.1425,0.5499999999999999,11
basic,6,6,6x6,36,2000,3588.034652142055,1993.6687224278107,14.366,4.547349029005344,70.4975,0.0,0
bodyaware,3,3,3x3,9,2000,-287.96775,34.59642454406402,0.111,0.3142107002985277,2.0,0.0,0
bodyaware,4,4,4x4,16,2000,-284.5784061974004,40.61250417386477,0.14,0.36395910912705315,3.0,0.0,0
bodyaware,5,5,5x5,25,2000,2274.340034659515,959.4685345608857,11.341,2.8565361715633384,44.785,0.0,0
bodyaware,6,6,6x6,36,2000,-291.39652603290006,30.598126169799684,0.08,0.27502330612050785,4.0,0.0,0
distance,3,3,3x3,9,2000,-286.42,36.420094888067354,0.125,0.33080162462936746,2.0,0.0,0
distance,4,4,4x4,16,2000,-284.2223671480503,40.40408449419044,0.1435,0.36328189724845117,3.0,0.0,0
distance,5,5,5x5,25,2000,2071.9146059938425,1207.1252972579273,10.5805,3.5534255538259543,48.262,0.05,1
distance,6,6,6x6,36,2000,-290.34682809870014,33.04000455925401,0.089,0.29516531178416006,4.0,0.0,0
localgrid,3,3,3x3,9,2000,1304.9201441379403,995.6992177731773,7.3265,1.2754258526283588,17.277,56.85,1137
localgrid,4,4,4x4,16,2000,1963.3422560733177,1396.9959629172201,9.9225,2.933222740915517,33.088,7.85,157
localgrid,5,5,5x5,25,2000,2634.4460589143464,1341.803102230898,12.225,3.42260604160894,53.8505,0.25,5
localgrid,6,6,6x6,36,2000,3285.8550181667238,1634.690169538907,13.7785,3.868839840424443,73.9375,0.0,0
raycasting,3,3,3x3,9,2000,-284.45575,38.55757266922509,0.143,0.35016040060674547,2.0,0.0,0
raycasting,4,4,4x4,16,2000,-271.03219687065854,106.44987982340825,0.2135,0.6900404538242358,5.0845,0.0,0
raycasting,5,5,5x5,25,2000,2181.2334147391657,922.4643021483569,11.0275,2.792784197138385,82.45,0.0,0
raycasting,6,6,6x6,36,2000,-290.9340390493501,31.621368378047112,0.0845,0.28354884936283437,4.0,0.0,0
