encoding,grid_cols,grid_rows,grid_label,grid_area,episodes,avg_reward,std_reward,avg_score,std_score,avg_steps,win_rate,total_wins
basic,3,3,3x3,9,2000,1103.4782819694433,1223.7985929015542,7.5385,1.2543143155529652,16.4835,68.10000000000001,1362
basic,4,4,4x4,16,2000,1126.5142648869112,1139.8087795064448,8.9575,3.078543887332633,28.154,4.05,81
basic,5,5,5x5,25,2000,1301.3714156083477,1033.6863547432895,9.799,3.8562980327327736,39.391,0.0,0
basic,6,6,6x6,36,2000,1489.3403726525223,1234.6840069850014,10.348,4.264503370205873,50.5495,0.0,0
bodyaware,3,3,3x3,9,2000,1133.6329785687826,1242.7412617566363,7.5705,1.239273032396176,16.617,68.7,1374
bodyaware,4,4,4x4,16,2000,-294.4604051776502,20.188555609219325,0.1445,0.361503931577892,3.0,0.0,0
bodyaware,5,5,5x5,25,2000,-297.3871101645003,17.71736466363851,0.101,0.31756798439445416,3.0,0.0,0
bodyaware,6,6,6x6,36,2000,-298.28964232604466,17.24026657258444,0.0875,0.29645858706895883,4.0,0.0,0
distance,3,3,3x3,9,2000,1009.3024259184249,1211.5888598131703,7.223,1.560925765250324,15.9205,62.0,1240
distance,4,4,4x4,16,2000,-295.3784437237002,19.59686010632458,0.133,0.34838439379932284,3.0,0.0,0
distance,5,5,5x5,25,2000,-297.54087008225014,16.88640210024975,0.096,0.3030345111657729,3.0,0.0,0
distance,6,6,6x6,36,2000,-298.1544046480503,17.344642621857904,0.088,0.2988321440627875,4.0,0.0,0
localgrid,3,3,3x3,9,2000,980.4668227199678,1117.1663843392423,7.442,1.1938796733076444,16.901,60.550000000000004,1211
localgrid,4,4,4x4,16,2000,-67.72017191269754,456.5270516547174,2.52,2.7783915724506736,41.3405,0.15,3
localgrid,5,5,5x5,25,2000,-304.3670191110185,219.25579611073525,0.995,1.5489269147683014,64.916,0.0,0
localgrid,6,6,6x6,36,2000,-427.90389164182216,254.13033906608499,0.777,1.195401812256606,108.72,0.0,0
raycasting,3,3,3x3,9,2000,1026.3703815718516,1183.921834822034,7.3635,1.3096661264159426,17.2,60.9,1218
raycasting,4,4,4x4,16,2000,-295.73238538160024,19.369214438005105,0.125,0.3426860324822552,3.0,0.0,0
raycasting,5,5,5x5,25,2000,-298.2247461151502,16.241903227534515,0.084,0.2898033695395866,3.0,0.0,0
raycasting,6,6,6x6,36,2000,-297.66264043823895,17.205832896400345,0.097,0.30105866232194606,4.0,0.0,0
