encoding,grid_cols,grid_rows,grid_label,grid_area,episodes,avg_reward,std_reward,avg_score,std_score,avg_steps,win_rate,total_wins
basic,3,3,3x3,9,200,1419.2210424243196,1048.8072227980495,7.55,1.1507043942799022,16.86,64.5,129
basic,4,4,4x4,16,200,1644.6095826787005,1378.5062246471382,8.685,3.708712409811991,82.305,5.5,11
basic,5,5,5x5,25,200,1689.1505280739557,1081.5939475220007,9.08,4.086206728389506,153.725,0.0,0
basic,6,6,6x6,36,200,1784.6715741775602,1342.088721361024,8.59,5.368051778764572,449.65,0.0,0
bodyaware,3,3,3x3,9,200,1368.227559408402,1041.723351498071,7.415,1.2927221871950416,16.355,63.5,127
bodyaware,4,4,4x4,16,200,-281.78763016450034,42.794019574145096,0.165,0.38537979700510827,3.0,0.0,0
bodyaware,5,5,5x5,25,200,-288.67526032900065,38.214240589928785,0.105,0.33844901934186084,3.0,0.0,0
bodyaware,6,6,6x6,36,200,-288.4051301645003,36.154755623993545,0.105,0.3232607112489637,4.0,0.0,0
distance,3,3,3x3,9,200,1524.9893934423533,1138.7939229715298,7.61,1.310145950671261,16.87,72.5,145
distance,4,4,4x4,16,200,-283.3251301645003,41.35033072425103,0.15,0.37174044005713097,3.0,0.0,0
distance,5,5,5x5,25,200,-287.55526032900065,39.3541289244165,0.115,0.349838440817139,3.0,0.0,0
distance,6,6,6x6,36,200,-292.845,27.50050661936264,0.065,0.24714449621638396,4.0,0.0,0
localgrid,3,3,3x3,9,200,1397.6585626055644,1025.2278363409464,7.56,1.163256562047139,17.53,66.5,133
localgrid,4,4,4x4,16,200,208.0121195399687,463.5339551380859,2.035,2.760776054320697,382.485,0.0,0
localgrid,5,5,5x5,25,200,156.90274082515867,264.27818047732256,0.75,1.3552429365561833,903.545,0.0,0
localgrid,6,6,6x6,36,200,268.89907787657916,287.9780648215253,0.435,0.8943007711875984,1525.38,0.0,0
raycasting,3,3,3x3,9,200,1466.9968140781982,1098.2733317682153,7.545,1.2553303435179062,17.385,68.0,136
raycasting,4,4,4x4,16,200,-282.99500000000006,40.12434786332715,0.155,0.3628128523483502,3.0,0.0,0
raycasting,5,5,5x5,25,200,-287.96039049350094,40.6521765414982,0.11,0.3585285394049393,3.0,0.0,0
raycasting,6,6,6x6,36,200,-289.7925,32.75848417091181,0.095,0.2939507359675757,4.0,0.0,0
