encoding,grid_cols,grid_rows,grid_label,grid_area,episodes,avg_reward,std_reward,avg_score,std_score,avg_steps,win_rate,total_wins
basic,3,3,3x3,9,5000,964.5572886486888,1143.4281612883176,7.2606,1.3394948634831942,15.8838,56.32,2816
basic,4,4,4x4,16,5000,632.2684008613602,496.5552602883614,7.3728,2.020850545534105,22.743,0.38,19
basic,5,5,5x5,25,5000,234.3653732360328,170.75536239763238,5.1834,1.0527991818117297,19.7644,0.0,0
basic,6,6,6x6,36,5000,143.3111106334568,159.19399689866376,4.6034,0.9888902976590281,20.6046,0.0,0
bodyaware,3,3,3x3,9,5000,1087.7367652307435,1234.76467411806,7.4208,1.3262274072824647,16.2078,63.04,3152
bodyaware,4,4,4x4,16,5000,676.7616638123974,311.8267216245687,7.7778,1.5402927190414362,24.4332,0.0,0
bodyaware,5,5,5x5,25,5000,551.8787933792058,200.81959026261384,7.187,1.198298036231692,27.7908,0.0,0
bodyaware,6,6,6x6,36,5000,542.7697189988064,176.62870077784444,7.1252,1.0789614411823591,32.7568,0.0,0
distance,3,3,3x3,9,5000,1144.2882826112675,1249.4857165375813,7.5866,1.2644446227655877,16.4334,70.67999999999999,3534
distance,4,4,4x4,16,5000,1292.6878712848822,1198.880099485149,9.6344,2.700258305974411,31.4884,4.7,235
distance,5,5,5x5,25,5000,1586.9500973065028,910.9377690481847,11.0942,3.0720699671030522,46.0608,0.02,1
distance,6,6,6x6,36,5000,1589.4215018369482,995.1629137075544,10.9992,3.3604550125806334,52.7282,0.0,0
localgrid,3,3,3x3,9,5000,-295.6991177777778,17.727152572407075,0.1242,0.3298425673315143,2.0,0.0,0
localgrid,4,4,4x4,16,5000,-294.81744536582033,20.603593067791433,0.1418,0.36512932487651223,3.0,0.0,0
localgrid,5,5,5x5,25,5000,-298.45634244606003,15.892053990324484,0.0844,0.28300646376312033,3.0,0.0,0
localgrid,6,6,6x6,36,5000,-298.12408406741577,17.254578267170693,0.0892,0.29675069030153745,4.0,0.0,0
raycasting,3,3,3x3,9,5000,1098.2572805973123,1221.2294955067375,7.5166,1.2372673947539503,17.0114,65.58,3279
raycasting,4,4,4x4,16,5000,349.30939837196746,205.99141265649058,5.9408,1.2818829918525956,20.1698,0.0,0
raycasting,5,5,5x5,25,5000,72.1388000454056,134.97506986266342,4.2344,0.7999903980219912,20.268,0.0,0
raycasting,6,6,6x6,36,5000,-49.08985107349027,87.27277552111984,3.3604,0.6998641310714474,19.6756,0.0,0
