encoding,grid_cols,grid_rows,grid_label,grid_area,episodes,avg_reward,std_reward,avg_score,std_score,avg_steps,win_rate,total_wins
basic,3,3,3x3,9,2000,1404.613914482876,1058.5288665536882,7.475,1.2394123896168563,16.9865,63.349999999999994,1267
basic,4,4,4x4,16,2000,1724.6541745758807,1430.7839099907242,8.8565,3.8026487898449757,87.9875,7.199999999999999,144
basic,5,5,5x5,25,2000,1763.1404489804463,1278.3836713443393,9.11,4.577813690954945,178.8195,0.15,3
basic,6,6,6x6,36,2000,1743.4151940835054,1415.9167940784178,8.3605,5.5398451866768115,458.4665,0.0,0
bodyaware,3,3,3x3,9,2000,1419.333709869616,1068.8340572469638,7.494,1.2663987851152854,16.613,65.64999999999999,1313
bodyaware,4,4,4x4,16,2000,-286.0053801645003,38.718338759801824,0.127,0.3477520175827398,3.0,0.0,0
bodyaware,5,5,5x5,25,2000,-290.9612760329001,31.268333830778428,0.0845,0.28177907964372106,3.0,0.0,0
bodyaware,6,6,6x6,36,2000,-289.82056508225014,33.61167632581678,0.0945,0.3010233504709634,4.0,0.0,0
distance,3,3,3x3,9,2000,1375.3198092905725,1075.744484170685,7.3635,1.4472093689161707,16.6765,65.60000000000001,1312
distance,4,4,4x4,16,2000,-285.4960780987002,38.59035875505538,0.132,0.3473273933323995,3.0,0.0,0
distance,5,5,5x5,25,2000,-290.7445520658002,32.05187902954034,0.0865,0.2882000687713657,3.0,0.0,0
distance,6,6,6x6,36,2000,-290.7180780987002,32.532204353663275,0.086,0.2909404117024326,4.0,0.0,0
localgrid,3,3,3x3,9,2000,1449.8150804306918,1064.8270099308381,7.5945,1.171646759080582,17.214,68.60000000000001,1372
localgrid,4,4,4x4,16,2000,202.69987554685827,464.3709273756775,2.164,2.6806150130938624,333.944,0.05,1
localgrid,5,5,5x5,25,2000,150.02377972955992,272.3601092482456,0.6695,1.3153458926870538,909.2545,0.0,0
localgrid,6,6,6x6,36,2000,272.651867677377,283.5531754826508,0.466,0.9733024498219531,1522.2225,0.0,0
raycasting,3,3,3x3,9,2000,1406.3480895115156,1044.048883900136,7.5205,1.2403019489068892,17.1365,68.05,1361
raycasting,4,4,4x4,16,2000,-284.0788671480503,40.526262039209826,0.1445,0.36426102323268567,3.0,0.0,0
raycasting,5,5,5x5,25,2000,-289.9430780987002,33.56624345513606,0.0935,0.30133561285680777,3.0,0.0,0
raycasting,6,6,6x6,36,2000,-290.28882809870015,33.16562946595879,0.09,0.29655348924939817,4.0,0.0,0
