episode,reward,steps,score,win,epsilon
151,-187.8,6.0,1.0,False,0.467
152,-65.276,5.0,2.0,False,0.464
153,-65.276,5.0,2.0,False,0.462
154,-298.85,7.0,0.0,False,0.46
155,-190.1,2.0,1.0,False,0.458
156,-190.25,5.0,1.0,False,0.455
157,-65.276,5.0,2.0,False,0.453
158,-300.6,2.0,0.0,False,0.451
159,-64.876,7.0,2.0,False,0.448
160,-188.2,4.0,1.0,False,0.446
161,-300.6,2.0,0.0,False,0.444
162,-65.976,9.0,2.0,False,0.442
163,-189.7,4.0,1.0,False,0.44
164,-65.426,8.0,2.0,False,0.437
165,-60.276,15.0,2.0,False,0.435
166,-189.85,7.0,1.0,False,0.433
167,-189.15,3.0,1.0,False,0.431
168,-188.75,5.0,1.0,False,0.429
169,-66.226,4.0,2.0,False,0.427
170,-300.2,4.0,0.0,False,0.424
171,-299.65,3.0,0.0,False,0.422
172,-299.1,2.0,0.0,False,0.42
173,-190.1,2.0,1.0,False,0.418
174,-190.8,6.0,1.0,False,0.416
175,73.246,12.0,3.0,False,0.414
176,71.096,5.0,3.0,False,0.412
177,-190.1,2.0,1.0,False,0.41
178,70.796,11.0,3.0,False,0.408
179,-65.276,5.0,2.0,False,0.406
180,-188.35,7.0,1.0,False,0.404
181,-63.676,13.0,2.0,False,0.402
182,72.446,8.0,3.0,False,0.4
183,-189.3,6.0,1.0,False,0.398
184,-189.15,3.0,1.0,False,0.396
185,-187.4,8.0,1.0,False,0.394
186,-186.05,11.0,1.0,False,0.392
187,-298.7,4.0,0.0,False,0.39
188,-189.15,3.0,1.0,False,0.388
189,-189.7,4.0,1.0,False,0.386
190,-190.1,2.0,1.0,False,0.384
191,-299.1,2.0,0.0,False,0.382
192,-66.776,5.0,2.0,False,0.38
193,-299.1,2.0,0.0,False,0.378
194,-67.176,3.0,2.0,False,0.376
195,-65.276,5.0,2.0,False,0.374
196,-65.026,10.0,2.0,False,0.373
197,-65.826,6.0,2.0,False,0.371
198,73.246,12.0,3.0,False,0.369
199,-65.426,8.0,2.0,False,0.367
200,-299.65,3.0,0.0,False,0.365
201,-67.176,3.0,2.0,False,0.363
202,-62.026,10.0,2.0,False,0.361
203,-66.376,7.0,2.0,False,0.36
204,-188.2,4.0,1.0,False,0.358
205,-64.876,7.0,2.0,False,0.356
206,-187.45,19.0,1.0,False,0.354
207,75.846,10.0,3.0,False,0.353
208,71.096,5.0,3.0,False,0.351
209,-59.776,25.0,2.0,False,0.349
210,-189.85,7.0,1.0,False,0.347
211,-299.1,2.0,0.0,False,0.346
212,-189.15,3.0,1.0,False,0.344
213,72.046,6.0,3.0,False,0.342
214,-189.15,3.0,1.0,False,0.34
215,72.846,10.0,3.0,False,0.339
216,-190.1,2.0,1.0,False,0.337
217,-66.226,4.0,2.0,False,0.335
218,222.876,5.0,4.0,False,0.334
219,72.996,7.0,3.0,False,0.332
220,-66.226,4.0,2.0,False,0.33
221,-188.75,5.0,1.0,False,0.329
222,-65.276,5.0,2.0,False,0.327
223,-299.1,2.0,0.0,False,0.325
224,-299.65,3.0,0.0,False,0.324
225,-63.126,12.0,2.0,False,0.322
226,73.396,9.0,3.0,False,0.321
227,-67.726,4.0,2.0,False,0.319
228,70.946,8.0,3.0,False,0.317
229,-189.3,6.0,1.0,False,0.316
230,-188.35,7.0,1.0,False,0.314
231,-66.226,4.0,2.0,False,0.313
232,-187.8,6.0,1.0,False,0.311
233,-63.926,8.0,2.0,False,0.309
234,-190.1,2.0,1.0,False,0.308
235,71.496,7.0,3.0,False,0.306
236,-66.776,5.0,2.0,False,0.305
237,71.896,9.0,3.0,False,0.303
238,-64.876,7.0,2.0,False,0.302
239,-298.7,4.0,0.0,False,0.3
240,-64.876,7.0,2.0,False,0.299
241,72.846,10.0,3.0,False,0.297
242,-64.476,9.0,2.0,False,0.296
243,76.646,14.0,3.0,False,0.294
244,-188.2,4.0,1.0,False,0.293
245,71.496,7.0,3.0,False,0.291
246,-189.15,3.0,1.0,False,0.29
247,-63.526,10.0,2.0,False,0.288
248,-188.75,5.0,1.0,False,0.287
249,-63.926,8.0,2.0,False,0.286
250,-299.8,6.0,0.0,False,0.284
251,72.996,7.0,3.0,False,0.283
252,73.796,11.0,3.0,False,0.281
253,71.096,5.0,3.0,False,0.28
254,-190.65,3.0,1.0,False,0.279
255,-64.876,7.0,2.0,False,0.277
256,-299.1,2.0,0.0,False,0.276
257,-190.65,3.0,1.0,False,0.274
258,227.626,10.0,4.0,False,0.273
259,-67.176,3.0,2.0,False,0.272
260,71.496,7.0,3.0,False,0.27
261,-300.6,2.0,0.0,False,0.269
262,-67.176,3.0,2.0,False,0.268
263,-64.326,6.0,2.0,False,0.266
264,-66.226,4.0,2.0,False,0.265
265,-64.876,7.0,2.0,False,0.264
266,75.696,13.0,3.0,False,0.262
267,226.676,9.0,4.0,False,0.261
268,-187.0,10.0,1.0,False,0.26
269,-189.15,3.0,1.0,False,0.258
270,-187.8,6.0,1.0,False,0.257
271,-188.2,4.0,1.0,False,0.256
272,72.446,8.0,3.0,False,0.255
273,-188.75,5.0,1.0,False,0.253
274,-66.226,4.0,2.0,False,0.252
275,-65.826,6.0,2.0,False,0.251
276,73.946,8.0,3.0,False,0.249
277,71.096,5.0,3.0,False,0.248
278,-67.176,3.0,2.0,False,0.247
279,-62.426,8.0,2.0,False,0.246
280,-300.6,2.0,0.0,False,0.245
281,74.896,9.0,3.0,False,0.243
282,-63.376,7.0,2.0,False,0.242
283,-189.15,3.0,1.0,False,0.241
284,-187.8,6.0,1.0,False,0.24
285,-65.826,6.0,2.0,False,0.238
286,75.146,14.0,3.0,False,0.237
287,-65.976,9.0,2.0,False,0.236
288,-64.876,7.0,2.0,False,0.235
289,-60.026,20.0,2.0,False,0.234
290,-188.2,4.0,1.0,False,0.233
291,-189.15,3.0,1.0,False,0.231
292,495.613,10.0,5.0,False,0.23
293,-66.226,4.0,2.0,False,0.229
294,-185.4,18.0,1.0,False,0.228
295,-188.75,5.0,1.0,False,0.227
296,-65.426,8.0,2.0,False,0.226
297,-190.65,3.0,1.0,False,0.225
298,-298.7,4.0,0.0,False,0.223
299,-64.326,6.0,2.0,False,0.222
